,Rank within filtered selection,Nationwide rank,Zip code,City,Metro area,County,State,Total population,Population per sq. mi.,Per capita income,Median household income,Median home value,Poverty rate,Median age,Sq. mi.,Homeownership rate,"County, state"
1054,326.0,326.0,20148,Ashburn,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA,64021,3301.455882836945,83425.0,233494.0,873700.0,0.0303986996545957,38.7,19.391747844586273,0.8124642925157113,"Loudoun County, VA"
1056,327.0,327.0,66206,Leawood,"Kansas City, MO-KS",Johnson County,KS,12153,3011.0907863122866,84069.0,174394.0,672100.0,0.0259686727122835,43.9,4.0360789037795515,0.8276140492531288,"Johnson County, KS"
1061,328.0,328.0,11721,Centerport,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,6426,2561.437899664955,109501.0,197179.0,740300.0,0.0412387177093059,50.2,2.508747138019838,0.9400161030595812,"Suffolk County, NY"
1064,329.0,329.0,34242,Sarasota,"North Port-Bradenton-Sarasota, FL",Sarasota County,FL,7529,2105.75569065964,124612.0,115967.0,1046100.0,0.0636714076831051,65.5,3.5754385152066224,0.3520962732919254,"Sarasota County, FL"
1069,330.0,330.0,22310,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,28136,4172.844135147041,76879.0,166061.0,659700.0,0.0319706312150265,40.2,6.742643407889606,0.7632682837862484,"Fairfax County, VA"
1070,331.0,331.0,07974,New Providence,"New York-Newark-Jersey City, NY-NJ",Union County,NJ,13349,3363.218628036452,86182.0,172894.0,758400.0,0.0199758781848334,45.8,3.96911455256584,0.773851590106007,"Union County, NJ"
1071,332.0,332.0,07649,Oradell,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,8235,3414.9131812492824,76943.0,221322.0,737800.0,0.0363213892625657,43.4,2.4114815115116275,0.8764940239043825,"Bergen County, NJ"
1072,333.0,333.0,06807,Cos Cob,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,7650,2336.051161645673,111328.0,192115.0,1443200.0,0.0613312410095462,39.4,3.2747570453939976,0.6715452688904017,"Fairfield County, CT"
1077,334.0,334.0,11050,Port Washington,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,32794,3236.076761377086,86008.0,154225.0,1035400.0,0.044399876581302,43.3,10.133875806470297,0.6412859560067682,"Nassau County, NY"
1080,335.0,335.0,07481,Wyckoff,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,17050,2586.260021470501,98916.0,203988.0,925700.0,0.0305883764169615,46.1,6.592531245294383,0.8701776852889387,"Bergen County, NJ"
1083,336.0,336.0,33609,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,FL,18535,4636.042075211606,86989.0,115844.0,605600.0,0.0856556491682868,39.6,3.998022386186819,0.5882914412981228,"Hillsborough County, FL"
1087,337.0,337.0,94566,Pleasanton,"San Francisco-Oakland-Fremont, CA",Alameda County,CA,44222,2176.162789831625,92363.0,191155.0,1656900.0,0.046353396290818,45.1,20.3210900428187,0.672506577373834,"Alameda County, CA"
1090,338.0,338.0,60126,Elmhurst,"Chicago-Naperville-Elgin, IL-IN",DuPage County,IL,47516,4240.398649822724,77520.0,147566.0,540300.0,0.0333767361111111,42.4,11.205550214479592,0.7638926246705041,"DuPage County, IL"
1093,339.0,339.0,94555,Fremont,"San Francisco-Oakland-Fremont, CA",Alameda County,CA,37501,2706.6027085139376,82787.0,219938.0,1376600.0,0.0461102799743535,38.9,13.855376661685952,0.6975799767942981,"Alameda County, CA"
1094,340.0,340.0,33606,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,FL,24570,7499.552968759078,85611.0,120729.0,845600.0,0.071578615691629,28.1,3.276195274885231,0.3804138172891461,"Hillsborough County, FL"
1102,341.0,341.0,32789,Winter Park,"Orlando-Kissimmee-Sanford, FL",Orange County,FL,27788,3562.25446277653,87213.0,106671.0,791400.0,0.0894029504904611,43.6,7.800677994895733,0.5877153218495014,"Orange County, FL"
1104,342.0,342.0,07762,Spring Lake,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,8262,2928.58985886764,92288.0,116295.0,927700.0,0.041515371580731,55.9,2.821152977424623,0.5319107662463628,"Monmouth County, NJ"
1108,343.0,343.0,94507,Alamo,"San Francisco-Oakland-Fremont, CA",Contra Costa County,CA,14586,1302.533818558655,141743.0,250001.0,2000001.0,0.0204179843255877,49.5,11.19817373812254,0.8764738910724312,"Contra Costa County, CA"
1113,344.0,344.0,07739,Little Silver,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,6105,2260.08044839442,109370.0,240853.0,955900.0,0.0117936117936117,46.1,2.701231278885247,0.947829899167032,"Monmouth County, NJ"
1126,345.0,345.0,55436,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,14462,3082.2907912037235,102973.0,144129.0,643400.0,0.0393804695096541,47.2,4.691964833841057,0.7267725200440183,"Hennepin County, MN"
1127,346.0,346.0,07676,Township Of Washington,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,9323,3156.73106989055,80608.0,180133.0,664000.0,0.0322857449318888,45.3,2.953371634639516,0.9669768838186732,"Bergen County, NJ"
1131,347.0,347.0,94506,Danville,"San Francisco-Oakland-Fremont, CA",Contra Costa County,CA,27055,1450.2304733016365,117571.0,250001.0,1956800.0,0.0490123273429377,45.3,18.655655427241033,0.856840321897501,"Contra Costa County, CA"
1139,348.0,348.0,91024,Sierra Madre,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,CA,10940,3130.526647243463,85992.0,143547.0,1226800.0,0.04585132775889,44.8,3.4946196703462173,0.5181836447659233,"Los Angeles County, CA"
1149,349.0,349.0,10502,Ardsley,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,6197,2973.776573333674,103057.0,250001.0,845700.0,0.0391806210372297,41.7,2.083882177151263,0.7921321029626032,"Westchester County, NY"
1154,350.0,350.0,30305,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Fulton County,GA,28110,4327.351381404423,113122.0,106907.0,737500.0,0.0683401565754506,38.0,6.495890331622902,0.4395665155368793,"Fulton County, GA"
1156,351.0,351.0,11509,Atlantic Beach,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,1790,2129.606052824871,114121.0,168537.0,994800.0,0.0212290502793296,60.9,0.8405310445214074,0.5964163822525598,"Nassau County, NY"
1157,352.0,352.0,66209,Leawood,"Kansas City, MO-KS",Johnson County,KS,20413,3166.779107528301,88192.0,143393.0,598200.0,0.0422781271837875,46.4,6.445981644716775,0.6742764902571198,"Johnson County, KS"
1159,353.0,353.0,21140,Riva,"Baltimore-Columbia-Towson, MD",Anne Arundel County,MD,4417,3118.14792413951,75559.0,170156.0,634700.0,0.0129369042215161,43.6,1.416546009830154,0.965946299934512,"Anne Arundel County, MD"
1161,354.0,354.0,80230,Denver,"Denver-Aurora-Centennial, CO",Denver County,CO,10449,3793.04530621461,88410.0,99750.0,829000.0,0.0866080911460847,45.7,2.754778589878726,0.4555092109836635,"Denver County, CO"
1165,355.0,355.0,75219,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,TX,23934,10444.136229576558,95674.0,102364.0,388600.0,0.0704160375775876,32.8,2.2916208170687917,0.2914130086510734,"Dallas County, TX"
1172,356.0,356.0,98005,Bellevue,"Seattle-Tacoma-Bellevue, WA",King County,WA,21846,2977.0303874190995,101557.0,160849.0,1519500.0,0.0892595307917888,37.4,7.33818508951772,0.4847464759099516,"King County, WA"
1173,357.0,357.0,93921,Carmel By The Sea,"Salinas, CA",Monterey County,CA,2322,2439.0929218345,81159.0,96923.0,2000001.0,0.084160552438498,69.2,0.9519932509391928,0.2330480579328505,"Monterey County, CA"
1177,358.0,358.0,08750,Sea Girt,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,3483,1833.108351076606,115619.0,134167.0,1356700.0,0.0347501435956346,57.7,1.90005135154962,0.635427394438723,"Monmouth County, NJ"
1179,359.0,359.0,60026,Glenview,"Chicago-Naperville-Elgin, IL-IN",Cook County,IL,14069,3451.4699264194255,77981.0,137778.0,694200.0,0.074597364568082,46.9,4.076234271174792,0.6468941382327209,"Cook County, IL"
1188,360.0,360.0,77007,Houston,"Houston-Pasadena-The Woodlands, TX",Harris County,TX,47808,6368.449861374801,106641.0,144911.0,549100.0,0.0506707967935703,33.1,7.507007362962791,0.4233334535097523,"Harris County, TX"
1190,361.0,361.0,08736,Manasquan,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,13223,2804.171852998654,86930.0,174097.0,880900.0,0.0367541405127429,46.9,4.715474191020043,0.759046052631579,"Monmouth County, NJ"
1192,362.0,362.0,22307,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,10343,3321.388443845561,86845.0,141667.0,778900.0,0.036014054265079,43.0,3.1140591276414193,0.6983995011432135,"Fairfax County, VA"
1195,363.0,363.0,20852,Rockville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,MD,48180,5967.0405786549545,75905.0,122472.0,665200.0,0.0681425985942169,38.5,8.074354341136452,0.4067321782604948,"Montgomery County, MD"
1210,364.0,364.0,02462,Newton Lower Falls,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,1470,2104.790070248393,86780.0,216339.0,1210700.0,0.0664605873261205,50.7,0.6984069436561531,0.7262135922330097,"Middlesex County, MA"
1212,365.0,365.0,96821,Honolulu,"Urban Honolulu, HI",Honolulu County,HI,20053,1733.1636202111229,79943.0,174938.0,1563300.0,0.061236863379143,50.7,11.570171313402756,0.7919271541179669,"Honolulu County, HI"
1213,366.0,366.0,08730,Brielle,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,4956,2823.106479535652,84616.0,172250.0,849100.0,0.0127118644067796,45.2,1.7555129556484774,0.8060889929742389,"Monmouth County, NJ"
1227,367.0,367.0,07640,Harrington Park,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,4954,2684.2750247856115,83739.0,180500.0,776900.0,0.0682276947920872,46.9,1.845563496384156,0.8971397139713971,"Bergen County, NJ"
1230,368.0,368.0,94549,Lafayette,"San Francisco-Oakland-Fremont, CA",Contra Costa County,CA,28420,1432.0538674317722,122213.0,234516.0,2000001.0,0.0302506177197317,46.3,19.84562218386944,0.7619607488468844,"Contra Costa County, CA"
1238,369.0,369.0,97239,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,OR,17804,4965.214130475044,75560.0,110134.0,772700.0,0.0872143227217776,39.3,3.5857466631145294,0.4132106008496864,"Multnomah County, OR"
1240,370.0,370.0,33158,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County,FL,5960,2139.8982974625933,98862.0,201597.0,1026600.0,0.0169690860215053,46.7,2.785179093355573,0.8907407407407407,"Miami-Dade County, FL"
1242,371.0,371.0,78731,Austin,"Austin-Round Rock-San Marcos, TX",Travis County,TX,27507,3145.174257259382,94483.0,105494.0,903200.0,0.0598393574297188,42.3,8.74577932733331,0.5025390753808613,"Travis County, TX"
1243,372.0,372.0,30319,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",DeKalb County,GA,45985,4461.334116590729,86932.0,130648.0,762500.0,0.0839711641153435,35.4,10.307454855038053,0.499298547314115,"DeKalb County, GA"
1245,373.0,373.0,94596,Walnut Creek,"San Francisco-Oakland-Fremont, CA",Contra Costa County,CA,23417,3862.642310348082,88540.0,135635.0,1277800.0,0.0649734452629775,37.1,6.062430356873965,0.4184626123374924,"Contra Costa County, CA"
1248,374.0,374.0,10530,Hartsdale,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,13892,3548.963528180662,75107.0,121722.0,464900.0,0.0626349892008639,52.3,3.914382294912336,0.8176531981511853,"Westchester County, NY"
1249,375.0,375.0,02421,Lexington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,18080,1889.5301864096,112662.0,227813.0,1205700.0,0.0635638149450304,48.2,9.568516094656736,0.7503983775170215,"Middlesex County, MA"
1250,376.0,376.0,85251,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,40780,5645.116261991419,85871.0,92851.0,554400.0,0.0881563245823389,38.5,7.223943335688555,0.4038098117771562,"Maricopa County, AZ"
1251,377.0,377.0,95030,Los Gatos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,13151,1247.2337068936065,153418.0,250001.0,2000001.0,0.0602317779810918,51.6,10.544134533337967,0.6933356176117869,"Santa Clara County, CA"
1259,378.0,378.0,98052,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,WA,80717,3984.236174716544,93065.0,163460.0,1180600.0,0.0553750389044506,35.2,20.25909018953741,0.4226798432065367,"King County, WA"
1260,379.0,379.0,20171,Herndon,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,51286,4414.610375822188,77217.0,171372.0,797200.0,0.035530018761726,36.2,11.617333271557031,0.5469130787977254,"Fairfax County, VA"
1265,380.0,380.0,10528,Harrison,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,14091,3728.896885368108,83781.0,154416.0,937500.0,0.0504052324754727,40.2,3.7788655554654658,0.5209829867674858,"Westchester County, NY"
1269,381.0,381.0,20190,Reston,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,22012,5044.91864450275,86420.0,134746.0,581400.0,0.0720531973036983,40.5,4.36320217452577,0.449983383183782,"Fairfax County, VA"
1276,382.0,382.0,07940,Madison,"New York-Newark-Jersey City, NY-NJ",Morris County,NJ,17610,3584.4488128023045,87285.0,172708.0,940900.0,0.032119914346895,35.3,4.91288923895459,0.6214776632302406,"Morris County, NJ"
1284,383.0,383.0,92109,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,CA,44820,5890.417438298542,81571.0,122128.0,1226900.0,0.086893312458063,33.4,7.608968374395268,0.2637633525061627,"San Diego County, CA"
1287,384.0,384.0,80121,Littleton,"Denver-Aurora-Centennial, CO",Arapahoe County,CO,18029,2499.792002752104,93252.0,142056.0,707900.0,0.0397231756034434,47.8,7.212200047104429,0.8444711217820462,"Arapahoe County, CO"
1293,385.0,385.0,92118,Coronado,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,CA,18929,2461.4508741538657,83695.0,134534.0,2000001.0,0.0473956167963413,42.3,7.6901798848644205,0.4032942603071948,"San Diego County, CA"
1296,386.0,386.0,97221,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,OR,12915,2931.60134428847,87696.0,145671.0,821400.0,0.0666301284058878,42.9,4.405442105954077,0.6715367965367965,"Multnomah County, OR"
1298,387.0,387.0,45208,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,OH,17943,4160.725406678979,93642.0,137600.0,547200.0,0.0433828494260634,37.4,4.312469160112587,0.5831394704774565,"Hamilton County, OH"
1302,388.0,388.0,66208,Prairie Village,"Kansas City, MO-KS",Johnson County,KS,21576,3319.0936144288708,95718.0,124000.0,445600.0,0.0484571105029725,41.6,6.500569886370218,0.7885001585456083,"Johnson County, KS"
1303,389.0,389.0,90245,El Segundo,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,CA,16769,3135.6868350664913,81385.0,150737.0,1587500.0,0.0526724859500179,39.3,5.347791690315407,0.4008112561794904,"Los Angeles County, CA"
1307,390.0,390.0,80111,Englewood,"Denver-Aurora-Centennial, CO",Arapahoe County,CO,31561,2897.2808731879254,89894.0,135995.0,916500.0,0.0287420560150736,42.7,10.893317348715632,0.6072147168726646,"Arapahoe County, CO"
1310,391.0,391.0,22202,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA,27715,7067.390776105181,99342.0,133762.0,899000.0,0.0847328244274809,35.2,3.9215321294676815,0.1833369494467346,"Arlington County, VA"
1320,392.0,392.0,33477,Jupiter,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,FL,12908,2082.9438826917903,106827.0,104992.0,670800.0,0.0794897721085789,68.2,6.196998444009436,0.5612522686025408,"Palm Beach County, FL"
1337,393.0,393.0,98029,Issaquah,"Seattle-Tacoma-Bellevue, WA",King County,WA,30586,3006.4223519599286,97208.0,170759.0,1063200.0,0.0491196776005021,37.2,10.17355395194576,0.592909919823927,"King County, WA"
1348,394.0,394.0,21403,Annapolis,"Baltimore-Columbia-Towson, MD",Anne Arundel County,MD,32681,3526.391178766761,78015.0,123329.0,582500.0,0.0581661006483482,45.3,9.267548137251495,0.641849935316947,"Anne Arundel County, MD"
1349,395.0,395.0,77382,Spring,"Houston-Pasadena-The Woodlands, TX",Montgomery County,TX,38986,3248.0864168838016,78158.0,162384.0,566500.0,0.0506237942122186,41.6,12.002759470113784,0.7908849165312454,"Montgomery County, TX"
1351,396.0,396.0,95054,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,25704,4001.759258964271,97874.0,207895.0,1493100.0,0.0521431380259536,34.2,6.423174992953641,0.3090026646364675,"Santa Clara County, CA"
1357,397.0,397.0,06890,Southport,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,4653,1607.0035666523409,143002.0,218841.0,1212500.0,0.0290837524600918,44.7,2.8954509476870567,0.8073919833420093,"Fairfield County, CT"
1360,398.0,398.0,95070,Saratoga,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,31417,1109.2933687950365,125238.0,250001.0,2000001.0,0.034182563052106,51.6,28.321633288159415,0.8159333725919071,"Santa Clara County, CA"
1364,399.0,399.0,06830,Greenwich,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,24880,1837.8408520852577,137502.0,146654.0,1660700.0,0.0858172687510124,43.6,13.537624855694425,0.4983044633855742,"Fairfield County, CT"
1371,400.0,400.0,97225,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,OR,25869,3888.5023742919498,77774.0,114598.0,751700.0,0.0663118638800404,39.7,6.652689778725015,0.5234035576686613,"Washington County, OR"
1377,401.0,401.0,33156,Miami,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Dade County,FL,33628,2424.364008569542,90840.0,137076.0,1120100.0,0.0631764109597209,42.4,13.870854327622888,0.6775761257498671,"Miami-Dade County, FL"
1379,402.0,402.0,91377,Oak Park,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,CA,13757,2550.14493540915,77528.0,163085.0,1036900.0,0.0419713366481427,43.0,5.394595345927977,0.6845349271572656,"Ventura County, CA"
1381,403.0,403.0,10607,White Plains,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,6466,3020.181886744951,79048.0,168603.0,673200.0,0.059990699116416,45.6,2.140930659963938,0.7772297575010275,"Westchester County, NY"
1383,404.0,404.0,22182,Vienna,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,27783,2223.8787825424615,95156.0,205108.0,1125900.0,0.0441054191822421,42.5,12.493037038753044,0.6936103180072856,"Fairfax County, VA"
1393,405.0,405.0,95032,Los Gatos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,27313,1463.1977299588798,121898.0,203727.0,2000001.0,0.0415707816791626,44.0,18.666650064285964,0.6236549334306036,"Santa Clara County, CA"
1398,406.0,406.0,37350,Lookout Mountain,"Chattanooga, TN-GA",Hamilton County,TN,2111,1571.8565751414965,114762.0,201000.0,855300.0,0.0227380388441496,49.2,1.342997849412546,0.8870779976717112,"Hamilton County, TN"
1404,407.0,407.0,75093,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,TX,47954,3357.235237670983,85027.0,124563.0,670500.0,0.0476610953432145,43.3,14.28377715744076,0.5660923631876216,"Collin County, TX"
1408,408.0,408.0,75204,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,TX,34666,13545.87511486927,82520.0,92253.0,479500.0,0.0923774849745723,30.6,2.5591554407545973,0.1635985142250704,"Dallas County, TX"
1409,409.0,409.0,35213,Birmingham,"Birmingham, AL",Jefferson County,AL,15603,2468.889868083093,111900.0,159824.0,789800.0,0.024621697871249,36.5,6.319844478164009,0.7289043276885222,"Jefferson County, AL"
1410,410.0,410.0,30338,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",DeKalb County,GA,39465,4012.114592250925,78647.0,135148.0,611300.0,0.0443992887985775,38.2,9.836458828026364,0.574672390420244,"DeKalb County, GA"
1412,411.0,411.0,07039,Livingston,"New York-Newark-Jersey City, NY-NJ",Essex County,NJ,31488,2286.32843659222,100851.0,229806.0,821100.0,0.0229432658154939,44.3,13.772299506947904,0.8686793158239088,"Essex County, NJ"
1417,412.0,412.0,94022,Los Altos,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,20027,1132.1784702798766,152520.0,250001.0,2000001.0,0.04807595699789,48.5,17.68890729307835,0.7298624754420432,"Santa Clara County, CA"
1419,413.0,413.0,19127,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,PA,5664,9924.219481900618,77295.0,102106.0,352500.0,0.0861886259272342,30.6,0.5707249834941448,0.4082207207207207,"Philadelphia County, PA"
1421,414.0,414.0,07922,Berkeley Heights,"New York-Newark-Jersey City, NY-NJ",Union County,NJ,12195,2185.022015262467,97117.0,202944.0,785300.0,0.0207340523367611,47.2,5.581179464013375,0.9107221976074436,"Union County, NJ"
1424,415.0,415.0,76034,Colleyville,"Dallas-Fort Worth-Arlington, TX",Tarrant County,TX,26103,1997.101202221886,97200.0,217914.0,782300.0,0.0249836896035614,46.5,13.070444287429682,0.9333544906378928,"Tarrant County, TX"
1425,416.0,416.0,06880,Westport,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,27583,1378.075602353657,134241.0,250001.0,1402100.0,0.0316735469258028,45.4,20.015592724296233,0.837801350048216,"Fairfield County, CT"
1433,417.0,417.0,07928,Chatham,"New York-Newark-Jersey City, NY-NJ",Morris County,NJ,19974,2158.0413883726605,108065.0,220982.0,1024100.0,0.0211342021838675,39.8,9.255614886543963,0.8138659719206832,"Morris County, NJ"
1436,418.0,418.0,33487,Boca Raton,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,FL,20717,3089.4590598828586,80560.0,96066.0,632100.0,0.0692501942501942,55.0,6.705704655230329,0.5273426167682043,"Palm Beach County, FL"
1439,419.0,419.0,19041,Haverford,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,PA,6308,1920.676772395846,111985.0,151989.0,954000.0,0.048509535271246,51.0,3.28425901258306,0.6247086247086248,"Montgomery County, PA"
1449,420.0,420.0,92127,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,CA,50555,2229.604651424152,81105.0,195520.0,1232300.0,0.0422238140719516,39.0,22.674423453372405,0.7097552365262415,"San Diego County, CA"
1450,421.0,421.0,19118,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,PA,9978,3113.213631106356,89168.0,109649.0,718300.0,0.0703727506426735,46.6,3.205048282039699,0.4702487562189055,"Philadelphia County, PA"
1456,422.0,422.0,23221,Richmond,"Richmond, VA",Richmond city,VA,14402,4361.328737189537,85364.0,99816.0,582000.0,0.0638668338208664,36.9,3.302204641716763,0.4944001991040319,"Richmond city, VA"
1462,423.0,423.0,03854,New Castle,"Boston-Cambridge-Newton, MA-NH",Rockingham County,NH,827,1022.8149210369488,125291.0,176953.0,1701300.0,0.0459492140266021,62.8,0.8085529287757868,0.8004291845493562,"Rockingham County, NH"
1466,424.0,424.0,07624,Closter,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,8606,2723.2165506227084,79250.0,190469.0,871300.0,0.0807832102239418,39.8,3.160233437194738,0.76287932251235,"Bergen County, NJ"
1467,425.0,425.0,30342,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Fulton County,GA,33349,3716.279249804771,95856.0,124111.0,829400.0,0.0838181818181818,34.1,8.97376051644987,0.4952924930956565,"Fulton County, GA"
1469,426.0,426.0,90077,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,CA,8386,1154.8354229787285,143204.0,206319.0,2000001.0,0.0716004813477737,46.9,7.261640778535824,0.7538010136036276,"Los Angeles County, CA"
1470,427.0,427.0,33408,North Palm Beach,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,FL,18817,2766.321259284201,81508.0,92216.0,611400.0,0.0834002462394946,59.8,6.802174525770369,0.5368672183702379,"Palm Beach County, FL"
1491,428.0,428.0,11797,Woodbury,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,9402,1845.103252222625,93865.0,192609.0,1007000.0,0.0539708841282992,48.9,5.0956497901536295,0.8549382716049383,"Nassau County, NY"
1498,429.0,429.0,66224,Overland Park,"Kansas City, MO-KS",Johnson County,KS,12683,1902.2476191678495,106298.0,188004.0,652300.0,0.0373728613104155,47.5,6.667375935814424,0.8623188405797102,"Johnson County, KS"
1502,430.0,430.0,32250,Jacksonville Beach,"Jacksonville, FL",Duval County,FL,29072,3246.8923136736053,76037.0,117724.0,582400.0,0.0579121070001737,45.6,8.953792485685273,0.5837939780191195,"Duval County, FL"
1503,431.0,431.0,11791,Syosset,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,25520,2039.4707528154113,88245.0,202962.0,937700.0,0.0413847364280094,43.2,12.513050243437233,0.9111992309540976,"Nassau County, NY"
1505,432.0,432.0,19025,Dresher,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,PA,7423,2301.217162268433,116041.0,188490.0,635700.0,0.0282470604135694,45.5,3.2256842690512317,0.7436357117246325,"Montgomery County, PA"
1529,433.0,433.0,07675,Westwood,"New York-Newark-Jersey City, NY-NJ",Bergen County,NJ,27349,2835.8633667660843,77374.0,183154.0,719400.0,0.0411898474178403,43.1,9.643976617670338,0.7707247265664929,"Bergen County, NJ"
1532,434.0,434.0,77094,Houston,"Houston-Pasadena-The Woodlands, TX",Harris County,TX,10395,3031.0341968396256,77175.0,139932.0,477500.0,0.0684944684944685,46.7,3.4295225078089104,0.7298143592037576,"Harris County, TX"
1533,435.0,435.0,01950,Newburyport,"Boston-Cambridge-Newton, MA-NH",Essex County,MA,18652,2233.71683531038,83895.0,139625.0,834000.0,0.0500381139061308,49.8,8.350207915860679,0.7208955223880597,"Essex County, MA"
1539,436.0,436.0,20854,Potomac,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,MD,50498,1491.943576791647,114794.0,250001.0,1165400.0,0.0259545645267637,47.7,33.84712450627222,0.8654035006643175,"Montgomery County, MD"
1552,437.0,437.0,85253,Paradise Valley,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,17904,988.936666585626,142712.0,184979.0,2000001.0,0.0524473550499633,51.9,18.10429383897235,0.7061523330783521,"Maricopa County, AZ"
1555,438.0,438.0,60564,Naperville,"Chicago-Naperville-Elgin, IL-IN",Will County,IL,47016,2934.9782957468533,76839.0,181382.0,572100.0,0.0513433855879714,41.0,16.019198529724054,0.8568101017530955,"Will County, IL"
1557,439.0,439.0,85284,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,19492,2491.8022283142272,76201.0,156146.0,688400.0,0.0275720164609053,45.5,7.822450665832687,0.8008895866038723,"Maricopa County, AZ"
1558,440.0,440.0,07021,Essex Fells,"New York-Newark-Jersey City, NY-NJ",Essex County,NJ,2361,1676.4755574551757,114165.0,250001.0,1083000.0,0.0088945362134688,43.7,1.408311615102761,0.8972772277227723,"Essex County, NJ"
1574,441.0,441.0,92603,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,CA,18387,1841.1388430622424,91080.0,173094.0,1931700.0,0.0746976135992154,41.1,9.986753616809333,0.5066084948030284,"Orange County, CA"
