,Rank within filtered selection,Nationwide rank,Zip code,City,Metro area,County,State,Total population,Population per sq. mi.,Per capita income,Median household income,Median home value,Poverty rate,Median age,Sq. mi.,Homeownership rate,"County, state"
2360,541.0,541.0,48324,West Bloomfield,"Detroit-Warren-Dearborn, MI",Oakland County,MI,17098,1993.0207275978491,76902.0,142100.0,442300.0,0.0505436379665001,47.0,8.578937370414558,0.882802173593773,"Oakland County, MI"
2365,542.0,542.0,08735,Lavallette,"New York-Newark-Jersey City, NY-NJ",Ocean County,NJ,3451,1988.37050511594,81493.0,76974.0,872300.0,0.0481019994204578,62.9,1.7355920293128544,0.2296131366546061,"Ocean County, NJ"
2390,543.0,543.0,11768,Northport,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,22030,1459.0986606769889,80958.0,172570.0,801700.0,0.0587265986176591,48.9,15.09836215583844,0.8952615528970209,"Suffolk County, NY"
2416,544.0,544.0,03871,Rye Beach,"Boston-Cambridge-Newton, MA-NH",Rockingham County,NH,356,640.9467006452312,167543.0,142115.0,2000001.0,0.0702247191011236,54.4,0.5554283993374491,0.7025641025641025,"Rockingham County, NH"
2431,545.0,545.0,07068,Roseland,"New York-Newark-Jersey City, NY-NJ",Essex County,NJ,6268,1732.580664130808,80904.0,164458.0,665700.0,0.0250478621569878,47.6,3.61772477886015,0.8229208117787505,"Essex County, NJ"
2434,546.0,546.0,85250,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,15394,1830.857862599374,82918.0,95761.0,583300.0,0.0686963309914129,49.8,8.408080340078532,0.6529050448091833,"Maricopa County, AZ"
2445,547.0,547.0,11545,Glen Head,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,12172,1062.6559172391069,121986.0,182528.0,1101100.0,0.0204081632653061,47.4,11.454319128645285,0.8473507148864592,"Nassau County, NY"
2448,548.0,548.0,19312,Berwyn,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,PA,12283,1284.0135636364707,92757.0,204384.0,855000.0,0.0818842354477916,47.3,9.566098324703956,0.8184504960945747,"Chester County, PA"
2455,549.0,549.0,02043,Hingham,"Boston-Cambridge-Newton, MA-NH",Plymouth County,MA,24283,1094.830380283087,106998.0,178390.0,1134200.0,0.042809642560266,48.4,22.17969142738003,0.7705047318611987,"Plymouth County, MA"
2478,550.0,550.0,94089,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,22699,3730.333513874399,87327.0,158304.0,387800.0,0.0676635349124432,37.0,6.084978706481492,0.5119210166999265,"Santa Clara County, CA"
2487,551.0,551.0,28204,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,NC,9314,5281.82497252695,88392.0,92054.0,585200.0,0.0906608410704533,31.0,1.7634056502148656,0.2519083969465648,"Mecklenburg County, NC"
2492,552.0,552.0,07746,Marlboro,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,18476,1492.9632524912852,87673.0,207689.0,701800.0,0.0324362376130394,46.2,12.375388321962632,0.9451726342710998,"Monmouth County, NJ"
2494,553.0,553.0,78732,Austin,"Austin-Round Rock-San Marcos, TX",Travis County,TX,21087,1642.5771159175706,88295.0,192500.0,853900.0,0.0323409112527347,37.7,12.837753427619411,0.6960957178841309,"Travis County, TX"
2510,554.0,554.0,75244,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,TX,13389,2897.903683541018,79126.0,120286.0,617800.0,0.0758656951851573,37.1,4.6202363715690025,0.4762492288710672,"Dallas County, TX"
2529,555.0,555.0,10505,Baldwin Place,"New York-Newark-Jersey City, NY-NJ",Putnam County,NY,1119,1443.810726309528,92774.0,153426.0,896200.0,0.0214477211796246,49.0,0.7750323360321855,0.6818181818181818,"Putnam County, NY"
2530,556.0,556.0,34229,Osprey,"North Port-Bradenton-Sarasota, FL",Sarasota County,FL,7495,1257.4733052169922,77211.0,103657.0,692700.0,0.0674412393162393,65.2,5.960365097934741,0.6952076677316293,"Sarasota County, FL"
2537,557.0,557.0,21401,Annapolis,"Baltimore-Columbia-Towson, MD",Anne Arundel County,MD,38629,1938.1818028424163,80697.0,123381.0,601400.0,0.0713563829787234,47.7,19.93053486692999,0.6007563755302294,"Anne Arundel County, MD"
2548,558.0,558.0,34996,Stuart,"Port St. Lucie, FL",Martin County,FL,10653,1586.5071656902016,76608.0,83929.0,456800.0,0.0773491035389092,64.4,6.714750636102842,0.5403832991101984,"Martin County, FL"
2566,559.0,559.0,66211,Leawood,"Kansas City, MO-KS",Johnson County,KS,5791,1347.1664699923635,148754.0,106486.0,633300.0,0.0670892762810353,44.4,4.298652118347947,0.5395363607494442,"Johnson County, KS"
2577,560.0,560.0,18977,Washington Crossing,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,PA,4569,1040.6122278131336,100023.0,211719.0,736200.0,0.0096703296703296,56.4,4.390684520017452,0.9303211758301578,"Bucks County, PA"
2580,561.0,561.0,98072,Woodinville,"Seattle-Tacoma-Bellevue, WA",King County,WA,24446,1358.989268764262,86063.0,175805.0,1122200.0,0.0307295715863987,42.6,17.988368680960157,0.6997138184791496,"King County, WA"
2584,562.0,562.0,19060,Garnet Valley,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,PA,11524,1490.3585109020407,80837.0,185043.0,547000.0,0.0226599267910057,49.6,7.732367692539354,0.944883835887296,"Delaware County, PA"
2598,563.0,563.0,37204,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,TN,16469,2257.8614465532214,82525.0,109580.0,907500.0,0.0577294847010199,30.8,7.294070247375473,0.5142215568862275,"Davidson County, TN"
2608,564.0,564.0,32951,Melbourne Beach,"Palm Bay-Melbourne-Titusville, FL",Brevard County,FL,11299,1388.8191422173577,80048.0,98420.0,567300.0,0.0571732011682449,61.7,8.135688554782066,0.6330706659888155,"Brevard County, FL"
2620,565.0,565.0,33446,Delray Beach,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,FL,28431,1512.82806004511,78527.0,80187.0,460800.0,0.0795378491669308,67.2,18.793279124629827,0.7022598559410568,"Palm Beach County, FL"
2633,566.0,566.0,60523,Oak Brook,"Chicago-Naperville-Elgin, IL-IN",DuPage County,IL,10144,1132.9233071517242,94958.0,118194.0,782100.0,0.0865671641791044,57.1,8.953827620956066,0.7385093167701864,"DuPage County, IL"
2634,567.0,567.0,07932,Florham Park,"New York-Newark-Jersey City, NY-NJ",Morris County,NJ,11977,1777.21947283683,82177.0,156458.0,791100.0,0.0861590239798064,44.2,6.73917891574871,0.6404561824729892,"Morris County, NJ"
2650,568.0,568.0,91302,Calabasas,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,CA,25569,931.4821769648146,111246.0,185636.0,1724500.0,0.0890789938390299,44.5,27.44980057838061,0.6594195769798328,"Los Angeles County, CA"
2654,569.0,569.0,94941,Mill Valley,"San Francisco-Oakland-Fremont, CA",Marin County,CA,32706,867.3119108539767,116323.0,209870.0,2000001.0,0.0581760039357973,45.9,37.70961702554836,0.6150192106182326,"Marin County, CA"
2656,570.0,570.0,11724,Cold Spring Harbor,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,3073,795.9277252389846,112377.0,250001.0,1641000.0,0.0229770229770229,41.5,3.8609033239510575,0.8829588014981273,"Suffolk County, NY"
2670,571.0,571.0,55347,Eden Prairie,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,30429,1807.29903102152,81578.0,155430.0,499500.0,0.024654734829757,43.4,16.836726782728892,0.8871878837494883,"Hennepin County, MN"
2674,572.0,572.0,48304,Bloomfield Hills,"Detroit-Warren-Dearborn, MI",Oakland County,MI,17387,1525.5985114421865,89749.0,143204.0,494600.0,0.0292345854004252,49.0,11.396838597832424,0.8306418219461698,"Oakland County, MI"
2676,573.0,573.0,60069,Lincolnshire,"Chicago-Naperville-Elgin, IL-IN",Lake County,IL,8502,1433.7616985041348,91905.0,162826.0,611900.0,0.0581409404085579,50.6,5.9298557137286245,0.7418478260869565,"Lake County, IL"
2688,574.0,574.0,34201,Bradenton,"North Port-Bradenton-Sarasota, FL",Manatee County,FL,3733,1091.0385899826197,77789.0,124863.0,670300.0,0.0551834985266541,68.4,3.4215105077625783,0.7658089838639337,"Manatee County, FL"
2706,575.0,575.0,01940,Lynnfield,"Boston-Cambridge-Newton, MA-NH",Essex County,MA,13285,1318.3201369200908,78738.0,173214.0,905400.0,0.058788106887467,41.9,10.07721844485886,0.8473520249221184,"Essex County, MA"
2708,576.0,576.0,85750,Tucson,"Tucson, AZ",Pima County,AZ,24886,1369.4395231036608,78113.0,102836.0,585300.0,0.0467426115863299,56.7,18.1723979629265,0.6746338264227939,"Pima County, AZ"
2719,577.0,577.0,55345,Minnetonka,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,20789,1829.1217910461148,77623.0,145332.0,504000.0,0.0440059964214904,44.6,11.36556357360453,0.8197157055356524,"Hennepin County, MN"
2720,578.0,578.0,53217,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,WI,29957,2126.7492074543356,77753.0,133021.0,449100.0,0.0518456093038934,40.8,14.085816933656114,0.7230454359394187,"Milwaukee County, WI"
2730,579.0,579.0,40025,Glenview,"Louisville/Jefferson County, KY-IN",Jefferson County,KY,565,438.9398781876019,263334.0,250001.0,1375000.0,0.0123893805309734,51.3,1.287192228541423,0.9120370370370372,"Jefferson County, KY"
2733,580.0,580.0,02493,Weston,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,11579,688.4006823522444,136646.0,250001.0,1694400.0,0.0286588759042849,44.9,16.820146023729823,0.8324514991181657,"Middlesex County, MA"
2735,581.0,581.0,20759,Fulton,"Baltimore-Columbia-Towson, MD",Howard County,MD,6624,1054.1364404914475,102538.0,250001.0,954700.0,0.0061208875286916,40.6,6.2838165398322,0.9546360917248256,"Howard County, MD"
2743,582.0,582.0,08057,Moorestown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,NJ,21529,1407.0432973223608,87419.0,158770.0,680200.0,0.0568547623556144,46.7,15.300879540075444,0.770286255027206,"Burlington County, NJ"
2760,583.0,583.0,89138,Las Vegas,"Las Vegas-Henderson-North Las Vegas, NV",Clark County,NV,26947,1480.9101105673992,79559.0,161645.0,745400.0,0.0353880430746379,40.6,18.196242842636455,0.7845876092740403,"Clark County, NV"
2765,584.0,584.0,19422,Blue Bell,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,PA,20412,1664.1946510750083,82730.0,158288.0,611900.0,0.0498416155216788,43.0,12.265392144371214,0.7504861448711716,"Montgomery County, PA"
2781,585.0,585.0,80547,Timnath,"Fort Collins-Loveland, CO",Larimer County,CO,8821,1565.7306072920442,91198.0,180492.0,742300.0,0.0447624499141385,35.9,5.633791636261144,0.7930923176242737,"Larimer County, CO"
2782,586.0,586.0,80023,Broomfield,"Denver-Aurora-Centennial, CO",Broomfield County,CO,27143,1470.799207108532,77658.0,158180.0,869000.0,0.0364051733667415,41.0,18.45459248877409,0.7228291057211628,"Broomfield County, CO"
2789,587.0,587.0,55331,Excelsior,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,19805,1213.7795716893224,101331.0,159450.0,737000.0,0.0400794459156651,48.2,16.316801223170746,0.7866916150157877,"Hennepin County, MN"
2810,588.0,588.0,11732,East Norwich,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,3228,1493.3154312643428,82906.0,148965.0,780800.0,0.0582403965303593,47.2,2.1616330564982875,0.6919642857142857,"Nassau County, NY"
2814,589.0,589.0,07981,Whippany,"New York-Newark-Jersey City, NY-NJ",Morris County,NJ,9030,1498.0736480617309,75777.0,149893.0,614100.0,0.0384356790676826,49.7,6.027741033749165,0.8638286620835537,"Morris County, NJ"
2816,590.0,590.0,94556,Moraga,"San Francisco-Oakland-Fremont, CA",Contra Costa County,CA,15998,829.8209436588513,99286.0,215720.0,1659600.0,0.0750780031201248,42.4,19.278857833427928,0.8021030856748836,"Contra Costa County, CA"
2827,591.0,591.0,92091,Rancho Santa Fe,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,CA,972,753.3247012923823,127990.0,103452.0,1487900.0,0.0720164609053498,63.1,1.290280271352399,0.5401069518716578,"San Diego County, CA"
2844,592.0,592.0,85259,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,21670,1045.296602494025,93333.0,137895.0,1011200.0,0.0626762190894384,51.5,20.730958034587005,0.6738635328413957,"Maricopa County, AZ"
2852,593.0,593.0,37027,Brentwood,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,TN,61630,1080.4474853865595,84708.0,154578.0,931700.0,0.0406901041666666,44.4,57.041180467878256,0.7840769458921232,"Williamson County, TN"
2874,594.0,594.0,04110,Cumberland Foreside,"Portland-South Portland, ME",Cumberland County,ME,1657,710.8377792302053,133146.0,194205.0,923600.0,0.002436053593179,62.5,2.331052243444955,0.742296918767507,"Cumberland County, ME"
2878,595.0,595.0,60045,Lake Forest,"Chicago-Naperville-Elgin, IL-IN",Lake County,IL,21074,988.8478795039144,107457.0,233125.0,923500.0,0.0353624652690073,45.9,21.3116703153294,0.8456256358087487,"Lake County, IL"
2887,596.0,596.0,95762,El Dorado Hills,"Sacramento-Roseville-Folsom, CA",El Dorado County,CA,47657,1145.9430100004993,77182.0,165467.0,916000.0,0.037211453559265,45.7,41.587582963640784,0.8391331409494709,"El Dorado County, CA"
2896,597.0,597.0,02066,Scituate,"Boston-Cambridge-Newton, MA-NH",Plymouth County,MA,19099,1157.6482402659196,84296.0,136689.0,850800.0,0.0293962144443269,47.5,16.49810308147908,0.8349222277972905,"Plymouth County, MA"
2904,598.0,598.0,10546,Millwood,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,1392,1154.4509621902787,88933.0,206750.0,871000.0,0.0387931034482758,51.0,1.205767975938131,0.7702479338842976,"Westchester County, NY"
2915,599.0,599.0,02025,Cohasset,"Boston-Cambridge-Newton, MA-NH",Norfolk County,MA,8427,862.2752553302546,113599.0,199306.0,1318900.0,0.0299379770992366,43.9,9.772981362862405,0.7774352651048089,"Norfolk County, MA"
2927,600.0,600.0,55391,Wayzata,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,15502,937.969597282128,121153.0,174301.0,923400.0,0.0508014477766287,50.2,16.52718813586153,0.7364351787933177,"Hennepin County, MN"
2931,601.0,601.0,19002,Ambler,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,PA,32128,1589.346673899258,78231.0,143600.0,602100.0,0.042354947727488,44.0,20.214595423148353,0.7430150206241731,"Montgomery County, PA"
2932,602.0,602.0,10510,Briarcliff Manor,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,10226,1012.155298578738,120775.0,220771.0,863300.0,0.0687556132122542,49.8,10.1031926764196,0.7924671385237614,"Westchester County, NY"
2936,603.0,603.0,34145,Marco Island,"Naples-Marco Island, FL",Collier County,FL,16205,996.2947870548296,95595.0,101523.0,896300.0,0.0727553224313483,67.9,16.265266275159362,0.4161081081081081,"Collier County, FL"
2937,604.0,604.0,11733,East Setauket,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,17752,1512.095927472283,80855.0,173281.0,683400.0,0.0485263642643334,44.8,11.739995907320106,0.7857573020174646,"Suffolk County, NY"
2938,605.0,605.0,08536,Plainsboro,"New York-Newark-Jersey City, NY-NJ",Middlesex County,NJ,20817,2763.874581420228,75430.0,137607.0,704100.0,0.0431501547987616,36.1,7.531817883466731,0.4280821917808219,"Middlesex County, NJ"
2950,606.0,606.0,46032,Carmel,"Indianapolis-Carmel-Greenwood, IN",Hamilton County,IN,51515,2032.0886040678497,78612.0,132085.0,496800.0,0.0486554194230242,39.9,25.350764674767085,0.6159322339371002,"Hamilton County, IN"
2970,607.0,607.0,10514,Chappaqua,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,11790,926.653581146752,134413.0,250001.0,1124300.0,0.0319762510602205,41.1,12.723201247881263,0.8443316412859561,"Westchester County, NY"
2975,608.0,608.0,11560,Locust Valley,"New York-Newark-Jersey City, NY-NJ",Nassau County,NY,7696,1030.8402450136475,105317.0,163750.0,952700.0,0.038954248366013,45.4,7.465754307931691,0.8515873015873016,"Nassau County, NY"
2996,609.0,609.0,01965,Prides Crossing,"Boston-Cambridge-Newton, MA-NH",Essex County,MA,671,763.1650597991836,110313.0,250001.0,662400.0,0.0,68.1,0.8792331244522179,0.9786585365853658,"Essex County, MA"
3003,610.0,610.0,98110,Bainbridge Island,"Bremerton-Silverdale-Port Orchard, WA",Kitsap County,WA,24631,891.9707681717912,99714.0,172188.0,1155900.0,0.0350388866148178,49.0,27.61413364530365,0.7380733944954129,"Kitsap County, WA"
3027,611.0,611.0,75022,Flower Mound,"Dallas-Fort Worth-Arlington, TX",Denton County,TX,26090,1334.8042184046185,82351.0,177357.0,657400.0,0.0590482806530045,44.2,19.545937629102816,0.8265372168284789,"Denton County, TX"
3033,612.0,612.0,78734,Austin,"Austin-Round Rock-San Marcos, TX",Travis County,TX,22145,1169.441524170661,87042.0,130784.0,677300.0,0.0592096266921919,49.0,18.93638932968853,0.7538124372203452,"Travis County, TX"
3034,613.0,613.0,33469,Jupiter,"Miami-Fort Lauderdale-West Palm Beach, FL",Palm Beach County,FL,14686,1357.891225241389,76255.0,106265.0,615700.0,0.0795835901650571,58.0,10.815299286869834,0.6934158828431957,"Palm Beach County, FL"
3049,614.0,614.0,07738,Lincroft,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,6939,1232.5347601394526,81491.0,189000.0,807300.0,0.0203814237880331,42.9,5.629861505256777,0.8851080864691754,"Monmouth County, NJ"
3050,615.0,615.0,85718,Tucson,"Tucson, AZ",Pima County,AZ,28125,1189.7639237930755,82437.0,114892.0,712400.0,0.0456380677721701,53.1,23.63914339437604,0.6082897437595179,"Pima County, AZ"
3067,616.0,616.0,38120,Memphis,"Memphis, TN-MS-AR",Shelby County,TN,13309,1384.1331654553455,108686.0,123538.0,460700.0,0.0789374386838729,44.4,9.615404306580334,0.669432918395574,"Shelby County, TN"
3099,617.0,617.0,11780,Saint James,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,15018,1305.6012058808135,75677.0,144577.0,723200.0,0.0322382350932313,47.4,11.502746728751848,0.8232959447799827,"Suffolk County, NY"
3102,618.0,618.0,08550,Princeton Junction,"Trenton-Princeton, NJ",Mercer County,NJ,21067,1101.0081063247617,100495.0,224213.0,807200.0,0.0249679593677315,45.4,19.134282371746608,0.7486462662133233,"Mercer County, NJ"
3111,619.0,619.0,55317,Chanhassen,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,MN,22299,1695.987265248331,75407.0,140385.0,539000.0,0.0316819242505833,41.0,13.148094008084971,0.7895037731534416,"Carver County, MN"
3116,620.0,620.0,48168,Northville,"Detroit-Warren-Dearborn, MI",Wayne County,MI,25038,1278.1675550526836,84635.0,187589.0,582600.0,0.03184,44.9,19.58898103853683,0.8720545900415823,"Wayne County, MI"
3123,621.0,621.0,22066,Great Falls,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,17185,671.7347733729754,127424.0,250001.0,1310200.0,0.0201584712188301,45.5,25.583013834030247,0.9279958854791702,"Fairfax County, VA"
3125,622.0,622.0,01778,Wayland,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,14033,933.5844532434992,104236.0,219375.0,977300.0,0.0499140647378974,45.1,15.031312862211824,0.8435669752503306,"Middlesex County, MA"
3126,623.0,623.0,02650,North Chatham,"Barnstable Town, MA",Barnstable County,MA,1032,756.5574138457607,93469.0,66548.0,1135100.0,0.0751964085297418,67.0,1.364073606461801,0.5352449223416965,"Barnstable County, MA"
3132,624.0,624.0,60044,Lake Bluff,"Chicago-Naperville-Elgin, IL-IN",Lake County,IL,10312,1519.5700502884358,85752.0,134724.0,599900.0,0.0361493123772102,44.6,6.786130062278232,0.6549811404481917,"Lake County, IL"
3138,625.0,625.0,10589,Somers,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,7604,1089.7808406740585,81860.0,129214.0,574400.0,0.0465673230441724,63.4,6.97754972026919,0.824431256181998,"Westchester County, NY"
3144,626.0,626.0,01810,Andover,"Boston-Cambridge-Newton, MA-NH",Essex County,MA,35648,1167.9648341345828,88945.0,172606.0,855600.0,0.0292709342757795,43.7,30.521466878250497,0.7642276422764228,"Essex County, MA"
3150,627.0,627.0,06117,West Hartford,"Hartford-West Hartford-East Hartford, CT",Hartford County,CT,16116,1658.3232787065006,78394.0,171707.0,472300.0,0.0397359649696098,43.9,9.718249877412656,0.7642610554002959,"Hartford County, CT"
3159,628.0,628.0,01730,Bedford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,14707,1181.76676584068,93430.0,172400.0,898500.0,0.054625916194164,44.3,12.444926042185491,0.6765494137353434,"Middlesex County, MA"
3186,629.0,629.0,07920,Basking Ridge,"New York-Newark-Jersey City, NY-NJ",Somerset County,NJ,28753,1058.2021774529162,109007.0,192857.0,799900.0,0.0370617344610957,46.0,27.171556260834983,0.8208329536134148,"Somerset County, NJ"
3188,630.0,630.0,07069,Watchung,"New York-Newark-Jersey City, NY-NJ",Somerset County,NJ,6623,1046.147054084452,87746.0,171705.0,883300.0,0.0220750551876379,48.6,6.33084992606149,0.8067326732673268,"Somerset County, NJ"
3210,631.0,631.0,18929,Jamison,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,PA,9748,1329.0517464924176,77016.0,179380.0,627700.0,0.0289183904497272,38.9,7.334552643060398,0.9374255065554232,"Bucks County, PA"
3230,632.0,632.0,98077,Woodinville,"Seattle-Tacoma-Bellevue, WA",King County,WA,14109,816.1018301973792,90325.0,184306.0,1206400.0,0.0270040399744843,43.9,17.288283738547253,0.8829543083663676,"King County, WA"
3237,633.0,633.0,45242,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,OH,22623,1669.54554765534,78839.0,124567.0,447100.0,0.0423812516835772,41.3,13.550394016965315,0.742390963288359,"Hamilton County, OH"
3239,634.0,634.0,07733,Holmdel,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,17166,965.8425449471052,91619.0,166849.0,843300.0,0.0271959057367293,48.9,17.773083293757892,0.9053607923282504,"Monmouth County, NJ"
3269,635.0,635.0,98053,Redmond,"Seattle-Tacoma-Bellevue, WA",King County,WA,22765,823.2861661429674,99820.0,192292.0,1213600.0,0.056215360253365,43.9,27.651381665566277,0.8250613102884503,"King County, WA"
3272,636.0,636.0,94588,Pleasanton,"San Francisco-Oakland-Fremont, CA",Alameda County,CA,34328,1048.5091293312314,84148.0,191073.0,1384300.0,0.0608269668163527,41.3,32.739819844864265,0.6149878877861998,"Alameda County, CA"
3281,637.0,637.0,22039,Fairfax Station,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA,19626,831.0522485326894,88218.0,250001.0,1021500.0,0.0215530418832161,45.0,23.61584369051618,0.9595073392947528,"Fairfax County, VA"
3298,638.0,638.0,85266,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,12516,638.0284160799234,91874.0,151923.0,1128500.0,0.0496595915098117,62.7,19.61668114548705,0.837173341580331,"Maricopa County, AZ"
3305,639.0,639.0,07751,Morganville,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,21109,1268.669227050888,78768.0,181205.0,715600.0,0.039237986920671,42.0,16.63869474399515,0.878019801980198,"Monmouth County, NJ"
3309,640.0,640.0,21042,Ellicott City,"Baltimore-Columbia-Towson, MD",Howard County,MD,43327,1170.9679488595557,77643.0,190061.0,706400.0,0.033070317939197,45.1,37.00101274522295,0.8319885476314419,"Howard County, MD"
3310,641.0,641.0,01720,Acton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,23526,1198.9274355985406,81175.0,159010.0,814300.0,0.035101237104576,44.5,19.622538697060605,0.7289507772020726,"Middlesex County, MA"
3320,642.0,642.0,78733,Austin,"Austin-Round Rock-San Marcos, TX",Travis County,TX,9029,806.2599962708998,100503.0,206368.0,1008600.0,0.0290225731124207,43.7,11.198620844095924,0.8403851765392472,"Travis County, TX"
3321,643.0,643.0,92131,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,CA,35503,918.7523517868814,83037.0,185256.0,1189100.0,0.029508751162594,43.6,38.64262217228638,0.7698342214328004,"San Diego County, CA"
3324,644.0,644.0,45034,Kings Mills,"Cincinnati, OH-KY-IN",Warren County,OH,968,1299.0733926034316,90785.0,151875.0,323900.0,0.0175619834710743,49.7,0.7451465063571674,0.8914893617021277,"Warren County, OH"
3332,645.0,645.0,30339,Atlanta,"Atlanta-Sandy Springs-Roswell, GA",Cobb County,GA,35372,3584.069851180696,78686.0,103277.0,465800.0,0.0627670713416532,34.0,9.869227294313877,0.2964143794473708,"Cobb County, GA"
3345,646.0,646.0,06903,Stamford,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,14010,805.3783252317025,109491.0,204028.0,911000.0,0.0255057803468208,48.6,17.395551334175035,0.8848920863309353,"Fairfield County, CT"
3369,647.0,647.0,63141,Saint Louis,"St. Louis, MO-IL",St. Louis County,MO,20932,1424.647558411128,82329.0,133851.0,620900.0,0.0603834348110501,41.7,14.692756728790458,0.6198995605775267,"St. Louis County, MO"
3392,648.0,648.0,08221,Linwood,"Atlantic City-Hammonton, NJ",Atlantic County,NJ,6992,1487.400900364433,75378.0,156354.0,394700.0,0.0197072887987248,45.3,4.700817377673273,0.8771489971346705,"Atlantic County, NJ"
3399,649.0,649.0,32550,Miramar Beach,"Crestview-Fort Walton Beach-Destin, FL",Walton County,FL,8486,1214.399702293632,86845.0,101250.0,741600.0,0.0476362759286058,60.4,6.987814624766891,0.2264503251561393,"Walton County, FL"
3430,650.0,650.0,32082,Ponte Vedra Beach,"Jacksonville, FL",St. Johns County,FL,29289,877.967792546589,93651.0,124558.0,792600.0,0.0437484976477456,53.1,33.35999366792922,0.721005409684655,"St. Johns County, FL"
3453,651.0,651.0,02021,Canton,"Boston-Cambridge-Newton, MA-NH",Norfolk County,MA,24748,1320.1599760951567,78446.0,143381.0,710600.0,0.0518506373734475,42.6,18.746212919741,0.7187309953375228,"Norfolk County, MA"
3459,652.0,652.0,01864,North Reading,"Boston-Cambridge-Newton, MA-NH",Middlesex County,MA,15765,1198.240693319441,77099.0,147768.0,710500.0,0.0267134204654128,43.0,13.156789022351438,0.8279116804314849,"Middlesex County, MA"
3477,653.0,653.0,80108,Castle Rock,"Denver-Aurora-Centennial, CO",Douglas County,CO,36730,1040.7764423302572,87899.0,181049.0,881700.0,0.0468967778962039,40.5,35.29096019675752,0.7894504524387552,"Douglas County, CO"
3483,654.0,654.0,02052,Medfield,"Boston-Cambridge-Newton, MA-NH",Norfolk County,MA,13068,906.9382437456652,107234.0,235800.0,911100.0,0.0208717004297114,42.4,14.40891933945691,0.8356846473029046,"Norfolk County, MA"
3494,655.0,655.0,73116,Oklahoma City,"Oklahoma City, OK",Oklahoma County,OK,10211,1849.8657835248107,86109.0,81226.0,321600.0,0.0937407297537822,40.2,5.519859922239082,0.6280653950953679,"Oklahoma County, OK"
3507,656.0,656.0,07082,Towaco,"New York-Newark-Jersey City, NY-NJ",Morris County,NJ,5723,942.724849302486,96410.0,205023.0,702900.0,0.0244417091612449,49.5,6.070700272974027,0.932642487046632,"Morris County, NJ"
3523,657.0,657.0,06831,Greenwich,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,15210,552.0299379435289,142594.0,227159.0,1696000.0,0.045985499462943,47.5,27.552853485920796,0.6932355338223309,"Fairfield County, CT"
