ZIP,CBSA,CBSA_NAME,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
54812,39960,"Rice Lake, WI",BARRON,WI,1,1,1,1
54813,39960,"Rice Lake, WI",BARRONETT,WI,0.629072682,0.666666667,1,0.631188119
54813,99999,Not in CBSA,BARRONETT,WI,0.370927318,0.333333333,0,0.368811881
54814,99999,Not in CBSA,BAYFIELD,WI,1,1,1,1
54816,99999,Not in CBSA,BENOIT,WI,0,0,1,1
54817,39960,"Rice Lake, WI",BIRCHWOOD,WI,0.322834646,0.244444444,0.6,0.325944584
54817,99999,Not in CBSA,BIRCHWOOD,WI,0.677165354,0.755555556,0.4,0.674055416
54819,99999,Not in CBSA,BRUCE,WI,1,1,1,1
54820,20260,"Duluth, MN-WI",BRULE,WI,0.710588235,0.833333333,1,0.720720721
54820,99999,Not in CBSA,BRULE,WI,0.289411765,0.166666667,0,0.279279279
54821,99999,Not in CBSA,CABLE,WI,1,1,1,1
54822,39960,"Rice Lake, WI",CAMERON,WI,1,1,1,1
54824,99999,Not in CBSA,CENTURIA,WI,1,1,1,1
54826,39960,"Rice Lake, WI",COMSTOCK,WI,0.495741056,0.25,1,0.496632997
54826,99999,Not in CBSA,COMSTOCK,WI,0.504258944,0.75,0,0.503367003
54827,99999,Not in CBSA,CORNUCOPIA,WI,1,1,1,1
54828,99999,Not in CBSA,COUDERAY,WI,1,1,1,1
54829,39960,"Rice Lake, WI",CUMBERLAND,WI,0.924449732,0.992307692,1,0.928471248
54829,99999,Not in CBSA,CUMBERLAND,WI,0.075550268,0.007692308,0,0.071528752
54830,20260,"Duluth, MN-WI",DANBURY,WI,0.045926736,0.0625,0.033333333,0.046108742
54830,99999,Not in CBSA,DANBURY,WI,0.954073264,0.9375,0.966666667,0.953891258
54832,99999,Not in CBSA,DRUMMOND,WI,1,1,1,1
54835,99999,Not in CBSA,EXELAND,WI,1,1,1,1
54836,20260,"Duluth, MN-WI",FOXBORO,WI,1,1,1,1
54837,99999,Not in CBSA,FREDERIC,WI,1,1,1,1
54838,20260,"Duluth, MN-WI",GORDON,WI,0.932593857,1,1,0.934221482
54838,99999,Not in CBSA,GORDON,WI,0.067406143,0,0,0.065778518
54839,99999,Not in CBSA,GRAND VIEW,WI,1,1,1,1
54840,99999,Not in CBSA,GRANTSBURG,WI,1,1,1,1
54841,39960,"Rice Lake, WI",HAUGEN,WI,1,1,1,1
54842,20260,"Duluth, MN-WI",HAWTHORNE,WI,1,1,0,1
54843,99999,Not in CBSA,HAYWARD,WI,1,1,1,1
54844,99999,Not in CBSA,HERBSTER,WI,1,1,0,1
54845,99999,Not in CBSA,HERTEL,WI,1,1,1,1
54846,99999,Not in CBSA,HIGH BRIDGE,WI,1,1,1,1
54847,99999,Not in CBSA,IRON RIVER,WI,1,1,1,1
54848,99999,Not in CBSA,LADYSMITH,WI,1,1,1,1
54849,20260,"Duluth, MN-WI",LAKE NEBAGAMON,WI,1,1,1,1
54850,99999,Not in CBSA,LA POINTE,WI,1,1,1,1
54853,99999,Not in CBSA,LUCK,WI,1,1,1,1
54854,20260,"Duluth, MN-WI",MAPLE,WI,1,1,0,1
54855,99999,Not in CBSA,MARENGO,WI,1,1,1,1
54856,99999,Not in CBSA,MASON,WI,1,1,1,1
54857,39960,"Rice Lake, WI",MIKANA,WI,1,1,1,1
54858,99999,Not in CBSA,MILLTOWN,WI,1,1,1,1
54859,20260,"Duluth, MN-WI",MINONG,WI,0.125538793,0.03030303,0,0.12193851
54859,99999,Not in CBSA,MINONG,WI,0.874461207,0.96969697,1,0.87806149
54861,99999,Not in CBSA,ODANAH,WI,0,0,1,1
54862,99999,Not in CBSA,OJIBWA,WI,1,1,1,1
54864,20260,"Duluth, MN-WI",POPLAR,WI,1,1,1,1
54865,99999,Not in CBSA,PORT WING,WI,1,1,1,1
54867,99999,Not in CBSA,RADISSON,WI,1,1,1,1
54868,39960,"Rice Lake, WI",RICE LAKE,WI,0.993438781,0.997055937,1,0.994086399
54868,99999,Not in CBSA,RICE LAKE,WI,0.006561219,0.002944063,0,0.005913601
54870,39960,"Rice Lake, WI",SARONA,WI,0.019825535,0,0,0.019260401
54870,99999,Not in CBSA,SARONA,WI,0.980174465,1,1,0.980739599
54871,99999,Not in CBSA,SHELL LAKE,WI,1,1,1,1
54872,99999,Not in CBSA,SIREN,WI,1,1,1,1
54873,20260,"Duluth, MN-WI",SOLON SPRINGS,WI,0.598233067,0.614035088,0.684210526,0.599919094
54873,99999,Not in CBSA,SOLON SPRINGS,WI,0.401766933,0.385964912,0.315789474,0.400080906
54874,20260,"Duluth, MN-WI",SOUTH RANGE,WI,1,1,1,1
54875,99999,Not in CBSA,SPRINGBROOK,WI,1,1,1,1
54876,99999,Not in CBSA,STONE LAKE,WI,1,1,1,1
54880,20260,"Duluth, MN-WI",SUPERIOR,WI,1,1,1,1
54888,99999,Not in CBSA,TREGO,WI,1,1,1,1
54889,39960,"Rice Lake, WI",TURTLE LAKE,WI,0.63690156,0.553191489,0.755102041,0.637851662
54889,99999,Not in CBSA,TURTLE LAKE,WI,0.36309844,0.446808511,0.244897959,0.362148338
54890,20260,"Duluth, MN-WI",WASCOTT,WI,0,0,1,1
54891,99999,Not in CBSA,WASHBURN,WI,1,1,1,1
54893,99999,Not in CBSA,WEBSTER,WI,1,1,1,1
54895,99999,Not in CBSA,WEYERHAEUSER,WI,1,1,1,1
54896,99999,Not in CBSA,WINTER,WI,1,1,1,1
54901,36780,"Oshkosh-Neenah, WI",OSHKOSH,WI,1,1,1,1
54902,36780,"Oshkosh-Neenah, WI",OSHKOSH,WI,1,1,1,1
54903,36780,"Oshkosh-Neenah, WI",OSHKOSH,WI,1,1,1,1
54904,22540,"Fond du Lac, WI",OSHKOSH,WI,0.000268697,0.002621232,0,0.000394197
54904,36780,"Oshkosh-Neenah, WI",OSHKOSH,WI,0.999731303,0.997378768,1,0.999605803
54906,36780,"Oshkosh-Neenah, WI",OSHKOSH,WI,0,1,0,1
54909,44620,"Stevens Point-Plover, WI",ALMOND,WI,0.888358779,0.851851852,1,0.887962963
54909,99999,Not in CBSA,ALMOND,WI,0.111641221,0.148148148,0,0.112037037
54911,11540,"Appleton, WI",APPLETON,WI,1,1,1,1
54912,11540,"Appleton, WI",APPLETON,WI,1,1,1,1
54913,11540,"Appleton, WI",APPLETON,WI,1,1,1,1
54914,11540,"Appleton, WI",APPLETON,WI,0.970674069,0.962100704,0.973890339,0.969871564
54914,36780,"Oshkosh-Neenah, WI",APPLETON,WI,0.029325931,0.037899296,0.026109661,0.030128436
54915,11540,"Appleton, WI",APPLETON,WI,0.89733015,0.873853211,0.738683128,0.888713496
54915,36780,"Oshkosh-Neenah, WI",APPLETON,WI,0.10266985,0.126146789,0.261316872,0.111286504
54919,11540,"Appleton, WI",APPLETON,WI,0,1,0,1
54921,44620,"Stevens Point-Plover, WI",BANCROFT,WI,0.915789474,0.826086957,1,0.912917271
54921,99999,Not in CBSA,BANCROFT,WI,0.084210526,0.173913043,0,0.087082729
54922,11540,"Appleton, WI",BEAR CREEK,WI,0.607431341,0.576923077,0.538461538,0.604863222
54922,99999,Not in CBSA,BEAR CREEK,WI,0.392568659,0.423076923,0.461538462,0.395136778
54923,36780,"Oshkosh-Neenah, WI",BERLIN,WI,0.029549719,0.009009009,0,0.027140753
54923,99999,Not in CBSA,BERLIN,WI,0.970450281,0.990990991,1,0.972859247
54926,99999,Not in CBSA,BIG FALLS,WI,1,0,1,1
54927,36780,"Oshkosh-Neenah, WI",BUTTE DES MORTS,WI,1,1,1,1
54928,43020,"Shawano, WI",CAROLINE,WI,1,1,1,1
54929,11540,"Appleton, WI",CLINTONVILLE,WI,0.002640264,0,0,0.002412545
54929,43020,"Shawano, WI",CLINTONVILLE,WI,0.196039604,0.057142857,0.070175439,0.184358665
54929,99999,Not in CBSA,CLINTONVILLE,WI,0.801320132,0.942857143,0.929824561,0.81322879
54930,99999,Not in CBSA,COLOMA,WI,1,1,1,1
54931,11540,"Appleton, WI",DALE,WI,1,0,1,1
54932,22540,"Fond du Lac, WI",ELDORADO,WI,1,1,1,1
54933,99999,Not in CBSA,EMBARRASS,WI,1,1,1,1
54935,22540,"Fond du Lac, WI",FOND DU LAC,WI,1,1,1,1
54936,22540,"Fond du Lac, WI",FOND DU LAC,WI,1,1,1,1
54937,22540,"Fond du Lac, WI",FOND DU LAC,WI,1,1,1,1
54940,11540,"Appleton, WI",FREMONT,WI,0.096982759,0.092307692,0,0.095691798
54940,36780,"Oshkosh-Neenah, WI",FREMONT,WI,0.273706897,0.215384615,0.275862069,0.272162386
54940,99999,Not in CBSA,FREMONT,WI,0.629310345,0.692307692,0.724137931,0.632145816
54941,99999,Not in CBSA,GREEN LAKE,WI,1,1,1,1
54942,11540,"Appleton, WI",GREENVILLE,WI,1,1,1,1
54943,99999,Not in CBSA,HANCOCK,WI,1,1,1,1
54944,11540,"Appleton, WI",HORTONVILLE,WI,0.999755322,1,1,0.999769956
54944,36780,"Oshkosh-Neenah, WI",HORTONVILLE,WI,0.000244678,0,0,0.000230044
54945,44620,"Stevens Point-Plover, WI",IOLA,WI,0.010665312,0,0,0.010028653
54945,99999,Not in CBSA,IOLA,WI,0.989334688,1,1,0.989971347
54946,99999,Not in CBSA,KING,WI,0,1,1,1
54947,11540,"Appleton, WI",LARSEN,WI,0.00077821,0,0,0.000749064
54947,36780,"Oshkosh-Neenah, WI",LARSEN,WI,0.99922179,1,1,0.999250936
54948,43020,"Shawano, WI",LEOPOLIS,WI,1,1,1,1
54949,99999,Not in CBSA,MANAWA,WI,1,1,1,1
54950,43020,"Shawano, WI",MARION,WI,0.248484848,0.314814815,0.0625,0.246976448
54950,99999,Not in CBSA,MARION,WI,0.751515152,0.685185185,0.9375,0.753023552
54952,11540,"Appleton, WI",MENASHA,WI,0.240181712,0.094047619,0.2,0.230407731
54952,36780,"Oshkosh-Neenah, WI",MENASHA,WI,0.759818288,0.905952381,0.8,0.769592269
54956,11540,"Appleton, WI",NEENAH,WI,0.002505124,0.001371742,0,0.002328336
54956,36780,"Oshkosh-Neenah, WI",NEENAH,WI,0.997494876,0.998628258,1,0.997671664
54957,36780,"Oshkosh-Neenah, WI",NEENAH,WI,1,1,1,1
54960,99999,Not in CBSA,NESHKORO,WI,1,1,1,1
54961,11540,"Appleton, WI",NEW LONDON,WI,0.218544038,0.211340206,0.225296443,0.218395517
54961,99999,Not in CBSA,NEW LONDON,WI,0.781455962,0.788659794,0.774703557,0.781604483
54962,99999,Not in CBSA,OGDENSBURG,WI,1,1,1,1
54963,36780,"Oshkosh-Neenah, WI",OMRO,WI,0.996111111,0.994117647,1,0.996065058
54963,99999,Not in CBSA,OMRO,WI,0.003888889,0.005882353,0,0.003934942
54964,22540,"Fond du Lac, WI",PICKETT,WI,0.206349206,0.15,0,0.203809524
54964,36780,"Oshkosh-Neenah, WI",PICKETT,WI,0.793650794,0.85,1,0.796190476
54965,99999,Not in CBSA,PINE RIVER,WI,1,1,1,1
54966,44620,"Stevens Point-Plover, WI",PLAINFIELD,WI,0.11846002,0.069767442,0,0.113821138
54966,99999,Not in CBSA,PLAINFIELD,WI,0.88153998,0.930232558,1,0.886178862
54967,99999,Not in CBSA,POY SIPPI,WI,1,1,1,1
54968,99999,Not in CBSA,PRINCETON,WI,1,1,1,1
54969,99999,Not in CBSA,READFIELD,WI,0,0,1,1
54970,99999,Not in CBSA,REDGRANITE,WI,1,1,1,1
54971,22540,"Fond du Lac, WI",RIPON,WI,0.869487839,0.967088608,0.964705882,0.879224475
54971,36780,"Oshkosh-Neenah, WI",RIPON,WI,0.041526597,0.017721519,0,0.038598364
54971,99999,Not in CBSA,RIPON,WI,0.088985565,0.015189873,0.035294118,0.082177161
54974,22540,"Fond du Lac, WI",ROSENDALE,WI,1,1,1,1
54976,99999,Not in CBSA,SAXEVILLE,WI,0,0,1,1
54977,44620,"Stevens Point-Plover, WI",SCANDINAVIA,WI,0.049180328,0,0,0.047550432
54977,99999,Not in CBSA,SCANDINAVIA,WI,0.950819672,1,1,0.952449568
54978,43020,"Shawano, WI",TILLEDA,WI,1,1,1,1
54979,22540,"Fond du Lac, WI",VAN DYNE,WI,0.932664756,0.85,1,0.930939227
54979,36780,"Oshkosh-Neenah, WI",VAN DYNE,WI,0.067335244,0.15,0,0.069060773
54980,36780,"Oshkosh-Neenah, WI",WAUKAU,WI,1,0,1,1
54981,44620,"Stevens Point-Plover, WI",WAUPACA,WI,0.026309662,0.004405286,0,0.0238021
54981,99999,Not in CBSA,WAUPACA,WI,0.973690338,0.995594714,1,0.9761979
54982,99999,Not in CBSA,WAUTOMA,WI,1,1,1,1
54983,99999,Not in CBSA,WEYAUWEGA,WI,1,1,1,1
54984,44620,"Stevens Point-Plover, WI",WILD ROSE,WI,0.006334842,0,0,0.006086957
54984,99999,Not in CBSA,WILD ROSE,WI,0.993665158,1,1,0.993913043
54985,36780,"Oshkosh-Neenah, WI",WINNEBAGO,WI,1,1,1,1
54986,36780,"Oshkosh-Neenah, WI",WINNECONNE,WI,0.993492408,1,1,0.993820803
54986,99999,Not in CBSA,WINNECONNE,WI,0.006507592,0,0,0.006179197
55001,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",AFTON,MN,1,1,1,1
55003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BAYPORT,MN,1,1,1,1
55005,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BETHEL,MN,1,1,1,1
55006,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BRAHAM,MN,0.652846877,0.80952381,0.833333333,0.659223817
55006,99999,Not in CBSA,BRAHAM,MN,0.347153123,0.19047619,0.166666667,0.340776183
55007,99999,Not in CBSA,BROOK PARK,MN,1,1,1,1
55008,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CAMBRIDGE,MN,1,1,1,1
55009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CANNON FALLS,MN,0.097439916,0.03,0,0.090499882
55009,39860,"Red Wing, MN",CANNON FALLS,MN,0.902560084,0.97,1,0.909500118
55010,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CASTLE ROCK,MN,0,0,1,1
55011,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CEDAR,MN,1,1,1,1
55012,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CENTER CITY,MN,1,1,1,1
55013,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CHISAGO CITY,MN,1,1,1,1
55014,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CIRCLE PINES,MN,1,1,1,1
55016,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",COTTAGE GROVE,MN,1,1,1,1
55017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",DALBO,MN,1,1,0,1
55018,22060,"Faribault-Northfield, MN",DENNISON,MN,0.099078341,0.333333333,0.5,0.118025751
55018,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",DENNISON,MN,0.006912442,0,0,0.006437768
55018,39860,"Red Wing, MN",DENNISON,MN,0.894009217,0.666666667,0.5,0.875536481
55019,22060,"Faribault-Northfield, MN",DUNDAS,MN,1,1,1,1
55020,22060,"Faribault-Northfield, MN",ELKO NEW MARKET,MN,0.004467135,0,0,0.004297115
55020,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ELKO NEW MARKET,MN,0.995532865,1,1,0.995702885
55021,22060,"Faribault-Northfield, MN",FARIBAULT,MN,0.999633431,1,1,0.999670966
55021,36940,"Owatonna, MN",FARIBAULT,MN,0.000366569,0,0,0.000329034
55024,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",FARMINGTON,MN,1,1,1,1
55025,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",FOREST LAKE,MN,1,1,1,1
55026,39860,"Red Wing, MN",FRONTENAC,MN,1,1,1,1
55027,39860,"Red Wing, MN",GOODHUE,MN,0.965182186,1,1,0.966536965
55027,40340,"Rochester, MN",GOODHUE,MN,0.034817814,0,0,0.033463035
55029,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",GRANDY,MN,1,0,1,1
55030,99999,Not in CBSA,GRASSTON,MN,1,1,1,1
55031,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",HAMPTON,MN,1,1,1,1
55032,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",HARRIS,MN,1,1,1,1
55033,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",HASTINGS,MN,0.998610806,0.998868778,0.997890295,0.998603259
55033,39860,"Red Wing, MN",HASTINGS,MN,0.001389194,0.001131222,0.002109705,0.001396741
55036,99999,Not in CBSA,HENRIETTE,MN,1,1,1,1
55037,99999,Not in CBSA,HINCKLEY,MN,1,1,1,1
55038,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",HUGO,MN,1,1,1,1
55040,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ISANTI,MN,1,1,1,1
55041,39860,"Red Wing, MN",LAKE CITY,MN,0.233371958,0.192546584,0.327868852,0.23303215
55041,40340,"Rochester, MN",LAKE CITY,MN,0.766628042,0.807453416,0.672131148,0.76696785
55042,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",LAKE ELMO,MN,1,1,1,1
55043,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",LAKELAND,MN,1,1,1,1
55044,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",LAKEVILLE,MN,1,1,1,1
55045,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",LINDSTROM,MN,1,1,1,1
55046,22060,"Faribault-Northfield, MN",LONSDALE,MN,1,1,1,1
55047,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MARINE ON SAINT CROIX,MN,1,1,1,1
55049,22060,"Faribault-Northfield, MN",MEDFORD,MN,0.033868093,0,0,0.030645161
55049,36940,"Owatonna, MN",MEDFORD,MN,0.966131907,1,1,0.969354839
55051,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MORA,MN,0.002358919,0,0,0.002146986
55051,99999,Not in CBSA,MORA,MN,0.997641081,1,1,0.997853014
55052,22060,"Faribault-Northfield, MN",MORRISTOWN,MN,0.967032967,1,1,0.968220339
55052,36940,"Owatonna, MN",MORRISTOWN,MN,0.014285714,0,0,0.013771186
55052,99999,Not in CBSA,MORRISTOWN,MN,0.018681319,0,0,0.018008475
55053,22060,"Faribault-Northfield, MN",NERSTRAND,MN,0.8424821,1,1,0.843971631
55053,39860,"Red Wing, MN",NERSTRAND,MN,0.1575179,0,0,0.156028369
55054,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ELKO NEW MARKET,MN,1,1,1,1
55055,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NEWPORT,MN,1,1,1,1
55056,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NORTH BRANCH,MN,1,1,1,1
55057,22060,"Faribault-Northfield, MN",NORTHFIELD,MN,0.86460467,0.940700809,0.990936556,0.873673526
55057,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",NORTHFIELD,MN,0.134985662,0.059299191,0.009063444,0.125957368
55057,39860,"Red Wing, MN",NORTHFIELD,MN,0.000409668,0,0,0.000369106
55060,36940,"Owatonna, MN",OWATONNA,MN,1,1,1,1
55063,99999,Not in CBSA,PINE CITY,MN,1,1,1,1
55065,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",RANDOLPH,MN,0.959349593,0.954545455,1,0.959847036
55065,39860,"Red Wing, MN",RANDOLPH,MN,0.040650407,0.045454545,0,0.040152964
55066,39860,"Red Wing, MN",RED WING,MN,1,1,1,1
55068,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ROSEMOUNT,MN,1,1,1,1
55069,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",RUSH CITY,MN,0.936082474,0.974025974,0.990196078,0.939324117
55069,99999,Not in CBSA,RUSH CITY,MN,0.063917526,0.025974026,0.009803922,0.060675883
55070,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT FRANCIS,MN,1,1,1,1
55071,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL PARK,MN,1,1,1,1
55072,99999,Not in CBSA,SANDSTONE,MN,1,1,1,1
55073,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SCANDIA,MN,1,1,1,1
55074,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SHAFER,MN,1,1,1,1
55075,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SOUTH SAINT PAUL,MN,1,1,1,1
55076,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",INVER GROVE HEIGHTS,MN,1,1,1,1
55077,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",INVER GROVE HEIGHTS,MN,1,1,1,1
55079,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",STACY,MN,1,1,1,1
55080,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",STANCHFIELD,MN,1,1,1,1
55082,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",STILLWATER,MN,1,1,1,1
55083,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",STILLWATER,MN,0,1,1,1
55084,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",TAYLORS FALLS,MN,1,1,1,1
55085,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",VERMILLION,MN,1,1,1,1
55087,22060,"Faribault-Northfield, MN",WARSAW,MN,1,0,1,1
55088,22060,"Faribault-Northfield, MN",WEBSTER,MN,0.715166461,1,1,0.717948718
55088,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",WEBSTER,MN,0.284833539,0,0,0.282051282
55089,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",WELCH,MN,0.132321041,0.066666667,0,0.127310062
55089,39860,"Red Wing, MN",WELCH,MN,0.867678959,0.933333333,1,0.872689938
55090,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",WILLERNIE,MN,1,0,1,1
55092,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",WYOMING,MN,1,1,1,1
55101,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55102,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55103,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55104,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55105,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55106,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55107,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55108,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55110,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55111,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55112,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55113,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55114,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55115,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55116,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55117,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55118,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55119,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55120,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55121,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55122,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55124,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55125,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55126,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55127,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55128,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55129,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55130,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,1,1,1,1
55144,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,0,1,0,1
55146,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,0,1,0,1
55150,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MENDOTA,MN,1,1,1,1
55155,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SAINT PAUL,MN,0,1,1,1
55301,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ALBERTVILLE,MN,1,1,1,1
55302,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ANNANDALE,MN,1,1,1,1
55303,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ANOKA,MN,1,1,1,1
55304,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",ANDOVER,MN,1,1,1,1
55305,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",HOPKINS,MN,1,1,1,1
55306,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BURNSVILLE,MN,1,1,1,1
55307,99999,Not in CBSA,ARLINGTON,MN,1,1,1,1
55308,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BECKER,MN,1,1,1,1
55309,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BIG LAKE,MN,1,1,1,1
55310,99999,Not in CBSA,BIRD ISLAND,MN,1,1,1,1
55311,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",MAPLE GROVE,MN,1,1,1,1
55312,26780,"Hutchinson, MN",BROWNTON,MN,0.997971602,1,1,0.998023715
55312,99999,Not in CBSA,BROWNTON,MN,0.002028398,0,0,0.001976285
55313,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",BUFFALO,MN,1,1,1,1
55314,99999,Not in CBSA,BUFFALO LAKE,MN,1,1,1,1
55315,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CARVER,MN,1,1,1,1
55316,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CHAMPLIN,MN,1,1,1,1
55317,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CHANHASSEN,MN,1,1,1,1
55318,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CHASKA,MN,1,1,1,1
55319,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CLEAR LAKE,MN,1,1,1,1
55320,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CLEARWATER,MN,0.651528014,0.540540541,1,0.653144016
55320,41060,"St. Cloud, MN",CLEARWATER,MN,0.348471986,0.459459459,0,0.346855984
