ZIP,CBSA,CBSA_NAME,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
501,35620,"New York-Newark-Jersey City, NY-NJ",HOLTSVILLE,NY,0,1,0,1
601,29720,"Lares, PR",ADJUNTAS,PR,0.002548853,0.005050505,0.012048193,0.002947107
601,99999,Not in CBSA,ADJUNTAS,PR,0.997451147,0.994949495,0.987951807,0.997052893
602,10380,"Aguadilla, PR",AGUADA,PR,1,1,1,1
603,10380,"Aguadilla, PR",AGUADILLA,PR,1,1,1,1
604,10380,"Aguadilla, PR",AGUADILLA,PR,1,1,1,1
605,10380,"Aguadilla, PR",AGUADILLA,PR,1,1,1,1
606,99999,Not in CBSA,MARICAO,PR,1,1,1,1
610,10380,"Aguadilla, PR",ANASCO,PR,1,1,1,1
611,46580,"Utuado, PR",ANGELES,PR,1,1,1,1
612,11640,"Arecibo, PR",ARECIBO,PR,0.997058824,1,0.998544396,0.997370565
612,41980,"San Juan-Bayamón-Caguas, PR",ARECIBO,PR,0.002731092,0,0,0.002407229
612,46580,"Utuado, PR",ARECIBO,PR,0.000210084,0,0.001455604,0.000222206
613,11640,"Arecibo, PR",ARECIBO,PR,1,1,1,1
614,11640,"Arecibo, PR",ARECIBO,PR,1,1,1,1
616,11640,"Arecibo, PR",BAJADERO,PR,1,1,1,1
617,41980,"San Juan-Bayamón-Caguas, PR",BARCELONETA,PR,1,1,1,1
622,32420,"Mayagüez, PR",BOQUERON,PR,1,1,1,1
623,32420,"Mayagüez, PR",CABO ROJO,PR,1,1,1,1
624,38660,"Ponce, PR",PENUELAS,PR,1,1,1,1
627,11640,"Arecibo, PR",CAMUY,PR,1,1,1,1
631,29720,"Lares, PR",CASTANER,PR,0,0,1,1
637,32420,"Mayagüez, PR",SABANA GRANDE,PR,1,1,1,1
638,41980,"San Juan-Bayamón-Caguas, PR",CIALES,PR,1,1,1,1
641,38660,"Ponce, PR",UTUADO,PR,0.003923936,0,0,0.003622515
641,46580,"Utuado, PR",UTUADO,PR,0.996076064,1,1,0.996377485
646,41980,"San Juan-Bayamón-Caguas, PR",DORADO,PR,1,1,1,1
647,32420,"Mayagüez, PR",ENSENADA,PR,0.004004577,0,0,0.003878116
647,99999,Not in CBSA,ENSENADA,PR,0.995995423,1,1,0.996121884
650,11640,"Arecibo, PR",FLORIDA,PR,0.001079525,0,0,0.001044386
650,41980,"San Juan-Bayamón-Caguas, PR",FLORIDA,PR,0.998920475,1,1,0.998955614
652,11640,"Arecibo, PR",GARROCHALES,PR,1,1,1,1
653,38660,"Ponce, PR",GUANICA,PR,0.003354016,0,0,0.003161555
653,99999,Not in CBSA,GUANICA,PR,0.996645984,1,1,0.996838445
656,38660,"Ponce, PR",GUAYANILLA,PR,1,1,1,1
659,11640,"Arecibo, PR",HATILLO,PR,1,1,1,1
660,32420,"Mayagüez, PR",HORMIGUEROS,PR,1,1,1,1
662,10380,"Aguadilla, PR",ISABELA,PR,0.99914072,1,1,0.999206497
662,11640,"Arecibo, PR",ISABELA,PR,0.00085928,0,0,0.000793503
664,99999,Not in CBSA,JAYUYA,PR,1,1,1,1
667,32420,"Mayagüez, PR",LAJAS,PR,1,1,1,1
669,29720,"Lares, PR",LARES,PR,1,1,1,1
670,99999,Not in CBSA,LAS MARIAS,PR,1,1,1,1
674,41980,"San Juan-Bayamón-Caguas, PR",MANATI,PR,1,1,1,1
676,10380,"Aguadilla, PR",MOCA,PR,1,1,1,1
677,10380,"Aguadilla, PR",RINCON,PR,1,1,1,1
678,11640,"Arecibo, PR",QUEBRADILLAS,PR,1,1,1,1
680,10380,"Aguadilla, PR",MAYAGUEZ,PR,0.000047041,0,0,0.000039899
680,32420,"Mayagüez, PR",MAYAGUEZ,PR,0.999952959,1,1,0.999960101
681,32420,"Mayagüez, PR",MAYAGUEZ,PR,1,1,1,1
682,32420,"Mayagüez, PR",MAYAGUEZ,PR,1,1,1,1
683,32420,"Mayagüez, PR",SAN GERMAN,PR,1,1,1,1
685,10380,"Aguadilla, PR",SAN SEBASTIAN,PR,1,1,1,1
687,41980,"San Juan-Bayamón-Caguas, PR",MOROVIS,PR,1,1,1,1
688,11640,"Arecibo, PR",SABANA HOYOS,PR,1,1,1,1
690,10380,"Aguadilla, PR",SAN ANTONIO,PR,1,1,1,1
692,41980,"San Juan-Bayamón-Caguas, PR",VEGA ALTA,PR,1,1,1,1
693,41980,"San Juan-Bayamón-Caguas, PR",VEGA BAJA,PR,1,1,1,1
694,41980,"San Juan-Bayamón-Caguas, PR",VEGA BAJA,PR,1,1,1,1
698,32420,"Mayagüez, PR",YAUCO,PR,0.000181357,0.002816901,0,0.000334579
698,38660,"Ponce, PR",YAUCO,PR,0.999818643,0.997183099,1,0.999665421
703,41980,"San Juan-Bayamón-Caguas, PR",AGUAS BUENAS,PR,1,1,1,1
704,17640,"Coco, PR",AGUIRRE,PR,1,1,1,1
705,41980,"San Juan-Bayamón-Caguas, PR",AIBONITO,PR,1,1,1,1
707,41980,"San Juan-Bayamón-Caguas, PR",MAUNABO,PR,1,1,1,1
714,25020,"Guayama, PR",ARROYO,PR,1,1,1,1
715,38660,"Ponce, PR",MERCEDITA,PR,1,1,1,1
716,38660,"Ponce, PR",PONCE,PR,1,1,1,1
717,38660,"Ponce, PR",PONCE,PR,1,1,1,1
718,41980,"San Juan-Bayamón-Caguas, PR",NAGUABO,PR,1,1,1,1
719,41980,"San Juan-Bayamón-Caguas, PR",NARANJITO,PR,1,1,1,1
720,38660,"Ponce, PR",OROCOVIS,PR,0.00295082,0,0,0.002766252
720,41980,"San Juan-Bayamón-Caguas, PR",OROCOVIS,PR,0.99704918,1,1,0.997233748
721,41980,"San Juan-Bayamón-Caguas, PR",PALMER,PR,1,1,1,1
723,25020,"Guayama, PR",PATILLAS,PR,1,1,1,1
725,41980,"San Juan-Bayamón-Caguas, PR",CAGUAS,PR,1,1,1,1
726,41980,"San Juan-Bayamón-Caguas, PR",CAGUAS,PR,1,1,1,1
727,41980,"San Juan-Bayamón-Caguas, PR",CAGUAS,PR,1,1,1,1
728,38660,"Ponce, PR",PONCE,PR,1,1,1,1
729,41980,"San Juan-Bayamón-Caguas, PR",CANOVANAS,PR,1,1,1,1
730,38660,"Ponce, PR",PONCE,PR,1,1,1,1
731,38660,"Ponce, PR",PONCE,PR,1,1,1,1
732,38660,"Ponce, PR",PONCE,PR,1,1,1,1
733,38660,"Ponce, PR",PONCE,PR,1,1,1,1
735,41980,"San Juan-Bayamón-Caguas, PR",CEIBA,PR,1,1,1,1
736,41980,"San Juan-Bayamón-Caguas, PR",CAYEY,PR,1,1,1,1
737,41980,"San Juan-Bayamón-Caguas, PR",CAYEY,PR,1,1,1,1
738,41980,"San Juan-Bayamón-Caguas, PR",FAJARDO,PR,1,1,1,1
739,41980,"San Juan-Bayamón-Caguas, PR",CIDRA,PR,1,1,1,1
740,41980,"San Juan-Bayamón-Caguas, PR",PUERTO REAL,PR,1,1,1,1
741,41980,"San Juan-Bayamón-Caguas, PR",PUNTA SANTIAGO,PR,1,1,1,1
744,41980,"San Juan-Bayamón-Caguas, PR",RIO BLANCO,PR,1,1,1,1
745,41980,"San Juan-Bayamón-Caguas, PR",RIO GRANDE,PR,1,1,1,1
751,17640,"Coco, PR",SALINAS,PR,1,1,1,1
754,41980,"San Juan-Bayamón-Caguas, PR",SAN LORENZO,PR,1,1,1,1
757,17620,"Coamo, PR",SANTA ISABEL,PR,1,1,1,1
765,99999,Not in CBSA,VIEQUES,PR,1,1,1,1
766,38660,"Ponce, PR",VILLALBA,PR,1,1,1,1
767,41980,"San Juan-Bayamón-Caguas, PR",YABUCOA,PR,1,1,1,1
769,17620,"Coamo, PR",COAMO,PR,1,1,1,1
771,41980,"San Juan-Bayamón-Caguas, PR",LAS PIEDRAS,PR,1,1,1,1
772,41980,"San Juan-Bayamón-Caguas, PR",LOIZA,PR,1,1,1,1
773,41980,"San Juan-Bayamón-Caguas, PR",LUQUILLO,PR,1,1,1,1
775,99999,Not in CBSA,CULEBRA,PR,0,0,1,1
777,41980,"San Juan-Bayamón-Caguas, PR",JUNCOS,PR,1,1,1,1
778,41980,"San Juan-Bayamón-Caguas, PR",GURABO,PR,1,1,1,1
780,38660,"Ponce, PR",COTO LAUREL,PR,1,1,1,1
782,41980,"San Juan-Bayamón-Caguas, PR",COMERIO,PR,1,1,1,1
783,41980,"San Juan-Bayamón-Caguas, PR",COROZAL,PR,1,1,1,1
784,25020,"Guayama, PR",GUAYAMA,PR,1,1,1,1
785,25020,"Guayama, PR",GUAYAMA,PR,1,1,1,1
786,41980,"San Juan-Bayamón-Caguas, PR",LA PLATA,PR,0,0,1,1
791,41980,"San Juan-Bayamón-Caguas, PR",HUMACAO,PR,1,1,1,1
792,41980,"San Juan-Bayamón-Caguas, PR",HUMACAO,PR,1,1,1,1
794,41980,"San Juan-Bayamón-Caguas, PR",BARRANQUITAS,PR,1,1,1,1
795,38660,"Ponce, PR",JUANA DIAZ,PR,1,1,1,1
801,99999,Not in CBSA,ST THOMAS,VI,1,1,1,1
802,99999,Not in CBSA,ST THOMAS,VI,1,1,1,1
803,99999,Not in CBSA,ST THOMAS,VI,1,1,1,1
804,99999,Not in CBSA,ST THOMAS,VI,1,1,1,1
820,99999,Not in CBSA,CHRISTIANSTED,VI,1,1,1,1
830,99999,Not in CBSA,ST JOHN,VI,1,1,1,1
831,99999,Not in CBSA,ST JOHN,VI,1,1,1,1
840,99999,Not in CBSA,FREDERIKSTED,VI,1,1,1,1
850,99999,Not in CBSA,KINGSHILL,VI,1,1,1,1
901,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
902,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
907,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
908,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
909,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
910,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
911,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
912,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
913,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
914,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
915,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
916,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
917,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
918,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
919,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
920,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
921,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
922,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
923,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
924,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
925,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
926,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
927,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
928,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
929,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
931,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
934,41980,"San Juan-Bayamón-Caguas, PR",FORT BUCHANAN,PR,1,1,1,1
935,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,0,1,0,1
936,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
937,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
940,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,1,1,1,1
949,41980,"San Juan-Bayamón-Caguas, PR",TOA BAJA,PR,1,1,1,1
950,41980,"San Juan-Bayamón-Caguas, PR",TOA BAJA,PR,1,1,1,1
951,41980,"San Juan-Bayamón-Caguas, PR",TOA BAJA,PR,1,1,1,1
952,41980,"San Juan-Bayamón-Caguas, PR",SABANA SECA,PR,1,1,1,1
953,41980,"San Juan-Bayamón-Caguas, PR",TOA ALTA,PR,1,1,1,1
954,41980,"San Juan-Bayamón-Caguas, PR",TOA ALTA,PR,1,1,1,1
956,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
957,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
958,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
959,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
960,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
961,41980,"San Juan-Bayamón-Caguas, PR",BAYAMON,PR,1,1,1,1
962,41980,"San Juan-Bayamón-Caguas, PR",CATANO,PR,1,1,1,1
963,41980,"San Juan-Bayamón-Caguas, PR",CATANO,PR,1,1,1,1
965,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
966,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
968,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
969,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
970,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
971,41980,"San Juan-Bayamón-Caguas, PR",GUAYNABO,PR,1,1,1,1
975,41980,"San Juan-Bayamón-Caguas, PR",SAN JUAN,PR,0,1,1,1
976,41980,"San Juan-Bayamón-Caguas, PR",TRUJILLO ALTO,PR,1,1,1,1
977,41980,"San Juan-Bayamón-Caguas, PR",TRUJILLO ALTO,PR,1,1,1,1
979,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
981,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
982,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
983,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
984,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
985,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
986,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
987,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
988,41980,"San Juan-Bayamón-Caguas, PR",CAROLINA,PR,1,1,1,1
1001,44140,"Springfield, MA",AGAWAM,MA,1,1,1,1
1002,11200,"Amherst Town-Northampton, MA",AMHERST,MA,0.99261549,0.998859749,0.997429306,0.993308774
1002,24640,"Greenfield, MA",AMHERST,MA,0.00738451,0.001140251,0.002570694,0.006691226
1003,11200,"Amherst Town-Northampton, MA",AMHERST,MA,1,1,1,1
1004,11200,"Amherst Town-Northampton, MA",AMHERST,MA,1,1,1,1
1005,49340,"Worcester, MA",BARRE,MA,1,1,1,1
1007,11200,"Amherst Town-Northampton, MA",BELCHERTOWN,MA,1,1,1,1
1008,38340,"Pittsfield, MA",BLANDFORD,MA,0.142857143,0.047619048,0.055555556,0.137161085
1008,44140,"Springfield, MA",BLANDFORD,MA,0.857142857,0.952380952,0.944444444,0.862838915
1009,44140,"Springfield, MA",BONDSVILLE,MA,1,1,1,1
1010,44140,"Springfield, MA",BRIMFIELD,MA,0.973319104,1,0,0.974025974
1010,49340,"Worcester, MA",BRIMFIELD,MA,0.026680896,0,0,0.025974026
1011,11200,"Amherst Town-Northampton, MA",CHESTER,MA,0.107462687,0.020833333,0,0.100828729
1011,44140,"Springfield, MA",CHESTER,MA,0.892537313,0.979166667,1,0.899171271
1012,11200,"Amherst Town-Northampton, MA",CHESTERFIELD,MA,1,1,1,1
1013,44140,"Springfield, MA",CHICOPEE,MA,1,1,1,1
1014,44140,"Springfield, MA",CHICOPEE,MA,1,1,1,1
1020,44140,"Springfield, MA",CHICOPEE,MA,1,1,1,1
1021,44140,"Springfield, MA",CHICOPEE,MA,1,1,1,1
1022,44140,"Springfield, MA",CHICOPEE,MA,1,1,1,1
1026,11200,"Amherst Town-Northampton, MA",CUMMINGTON,MA,0.953367876,1,1,0.9568
1026,38340,"Pittsfield, MA",CUMMINGTON,MA,0.046632124,0,0,0.0432
1027,11200,"Amherst Town-Northampton, MA",EASTHAMPTON,MA,1,1,1,1
1028,44140,"Springfield, MA",EAST LONGMEADOW,MA,1,1,1,1
1029,38340,"Pittsfield, MA",EAST OTIS,MA,1,0,1,1
1030,44140,"Springfield, MA",FEEDING HILLS,MA,1,1,1,1
1031,11200,"Amherst Town-Northampton, MA",GILBERTVILLE,MA,0.001675042,0.058823529,0,0.003220612
1031,49340,"Worcester, MA",GILBERTVILLE,MA,0.998324958,0.941176471,1,0.996779388
1032,11200,"Amherst Town-Northampton, MA",GOSHEN,MA,1,1,1,1
1033,11200,"Amherst Town-Northampton, MA",GRANBY,MA,0.997727918,1,1,0.997877984
1033,44140,"Springfield, MA",GRANBY,MA,0.002272082,0,0,0.002122016
1034,44140,"Springfield, MA",GRANVILLE,MA,1,1,1,1
1035,11200,"Amherst Town-Northampton, MA",HADLEY,MA,1,1,1,1
1036,44140,"Springfield, MA",HAMPDEN,MA,1,1,1,1
1037,49340,"Worcester, MA",HARDWICK,MA,1,1,0,1
1038,11200,"Amherst Town-Northampton, MA",HATFIELD,MA,1,1,1,1
1039,11200,"Amherst Town-Northampton, MA",HAYDENVILLE,MA,0.810966811,1,0.909090909,0.817687075
1039,24640,"Greenfield, MA",HAYDENVILLE,MA,0.189033189,0,0.090909091,0.182312925
1040,11200,"Amherst Town-Northampton, MA",HOLYOKE,MA,0.002102558,0,0,0.001698754
1040,44140,"Springfield, MA",HOLYOKE,MA,0.997897442,1,1,0.998301246
1041,44140,"Springfield, MA",HOLYOKE,MA,1,1,1,1
1050,11200,"Amherst Town-Northampton, MA",HUNTINGTON,MA,0.851792829,0.9375,0.925925926,0.854391371
1050,44140,"Springfield, MA",HUNTINGTON,MA,0.148207171,0.0625,0.074074074,0.145608629
1053,11200,"Amherst Town-Northampton, MA",LEEDS,MA,1,1,1,1
1054,24640,"Greenfield, MA",LEVERETT,MA,1,1,1,1
1056,44140,"Springfield, MA",LUDLOW,MA,1,1,1,1
1057,44140,"Springfield, MA",MONSON,MA,1,1,1,1
1059,11200,"Amherst Town-Northampton, MA",NORTH AMHERST,MA,0,1,0,1
1060,11200,"Amherst Town-Northampton, MA",NORTHAMPTON,MA,1,1,1,1
1061,11200,"Amherst Town-Northampton, MA",NORTHAMPTON,MA,1,1,1,1
1062,11200,"Amherst Town-Northampton, MA",FLORENCE,MA,1,1,1,1
1063,11200,"Amherst Town-Northampton, MA",NORTHAMPTON,MA,0,1,1,1
1066,11200,"Amherst Town-Northampton, MA",NORTH HATFIELD,MA,1,1,1,1
1068,49340,"Worcester, MA",OAKHAM,MA,1,1,1,1
1069,11200,"Amherst Town-Northampton, MA",PALMER,MA,0.003291973,0,0,0.002813853
1069,44140,"Springfield, MA",PALMER,MA,0.996708027,1,1,0.997186147
1070,11200,"Amherst Town-Northampton, MA",PLAINFIELD,MA,0.987055016,1,1,0.987654321
1070,24640,"Greenfield, MA",PLAINFIELD,MA,0.003236246,0,0,0.00308642
1070,38340,"Pittsfield, MA",PLAINFIELD,MA,0.009708738,0,0,0.009259259
1071,44140,"Springfield, MA",RUSSELL,MA,1,1,1,1
1072,24640,"Greenfield, MA",SHUTESBURY,MA,1,1,1,1
1073,11200,"Amherst Town-Northampton, MA",SOUTHAMPTON,MA,0.996742671,1,1,0.996929376
1073,44140,"Springfield, MA",SOUTHAMPTON,MA,0.003257329,0,0,0.003070624
1074,49340,"Worcester, MA",SOUTH BARRE,MA,0,1,1,1
1075,11200,"Amherst Town-Northampton, MA",SOUTH HADLEY,MA,1,1,1,1
1077,44140,"Springfield, MA",SOUTHWICK,MA,1,1,1,1
1079,44140,"Springfield, MA",THORNDIKE,MA,0,1,1,1
1080,44140,"Springfield, MA",THREE RIVERS,MA,1,1,1,1
1081,44140,"Springfield, MA",WALES,MA,1,1,1,1
1082,11200,"Amherst Town-Northampton, MA",WARE,MA,0.930577223,0.91292876,0.927492447,0.929256595
1082,44140,"Springfield, MA",WARE,MA,0.002925117,0,0,0.002569373
1082,49340,"Worcester, MA",WARE,MA,0.06649766,0.08707124,0.072507553,0.068174032
1083,49340,"Worcester, MA",WARREN,MA,1,0,1,1
1084,11200,"Amherst Town-Northampton, MA",WEST CHESTERFIELD,MA,1,0,1,1
1085,11200,"Amherst Town-Northampton, MA",WESTFIELD,MA,0.000397343,0,0.000879507,0.000394808
1085,44140,"Springfield, MA",WESTFIELD,MA,0.999602657,1,0.999120493,0.999605192
1086,44140,"Springfield, MA",WESTFIELD,MA,1,1,1,1
1088,11200,"Amherst Town-Northampton, MA",WEST HATFIELD,MA,1,1,1,1
1089,44140,"Springfield, MA",WEST SPRINGFIELD,MA,1,1,1,1
1090,44140,"Springfield, MA",WEST SPRINGFIELD,MA,1,1,1,1
1092,49340,"Worcester, MA",WEST WARREN,MA,0,0,1,1
1093,24640,"Greenfield, MA",WHATELY,MA,0,0,1,1
1094,49340,"Worcester, MA",WHEELWRIGHT,MA,0,1,1,1
1095,44140,"Springfield, MA",WILBRAHAM,MA,1,1,1,1
1096,11200,"Amherst Town-Northampton, MA",WILLIAMSBURG,MA,0.943449576,0.944444444,1,0.944896116
1096,24640,"Greenfield, MA",WILLIAMSBURG,MA,0.056550424,0.055555556,0,0.055103884
1097,44140,"Springfield, MA",WORONOCO,MA,0,0,1,1
1098,11200,"Amherst Town-Northampton, MA",WORTHINGTON,MA,1,1,1,1
1101,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1103,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1104,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1105,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1106,44140,"Springfield, MA",LONGMEADOW,MA,1,1,1,1
1107,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1108,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1109,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1111,44140,"Springfield, MA",SPRINGFIELD,MA,0,1,1,1
1115,44140,"Springfield, MA",SPRINGFIELD,MA,0,1,1,1
1116,44140,"Springfield, MA",LONGMEADOW,MA,1,1,1,1
1118,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1119,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1128,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1129,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1138,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1139,44140,"Springfield, MA",SPRINGFIELD,MA,1,1,1,1
1144,44140,"Springfield, MA",SPRINGFIELD,MA,0,1,1,1
1151,44140,"Springfield, MA",INDIAN ORCHARD,MA,1,1,1,1
1152,44140,"Springfield, MA",SPRINGFIELD,MA,0,1,1,1
1199,44140,"Springfield, MA",SPRINGFIELD,MA,0,1,0,1
1201,38340,"Pittsfield, MA",PITTSFIELD,MA,1,1,1,1
1202,38340,"Pittsfield, MA",PITTSFIELD,MA,1,1,1,1
1220,38340,"Pittsfield, MA",ADAMS,MA,1,1,1,1
1222,38340,"Pittsfield, MA",ASHLEY FALLS,MA,1,1,1,1
1223,38340,"Pittsfield, MA",BECKET,MA,0.998693664,1,1,0.998723676
1223,44140,"Springfield, MA",BECKET,MA,0.001306336,0,0,0.001276324
1224,38340,"Pittsfield, MA",BERKSHIRE,MA,1,0,1,1
1225,38340,"Pittsfield, MA",CHESHIRE,MA,1,1,1,1
1226,38340,"Pittsfield, MA",DALTON,MA,1,1,1,1
1227,38340,"Pittsfield, MA",DALTON,MA,1,1,1,1
1229,38340,"Pittsfield, MA",GLENDALE,MA,0,1,1,1
1230,38340,"Pittsfield, MA",GREAT BARRINGTON,MA,1,1,1,1
1235,11200,"Amherst Town-Northampton, MA",HINSDALE,MA,0.039858282,0.02,0,0.034690799
1235,38340,"Pittsfield, MA",HINSDALE,MA,0.960141718,0.98,1,0.965309201
1236,38340,"Pittsfield, MA",HOUSATONIC,MA,1,1,1,1
1237,38340,"Pittsfield, MA",LANESBOROUGH,MA,1,1,1,1
1238,38340,"Pittsfield, MA",LEE,MA,1,1,1,1
1240,38340,"Pittsfield, MA",LENOX,MA,1,1,1,1
1242,38340,"Pittsfield, MA",LENOX DALE,MA,0,0,1,1
1243,11200,"Amherst Town-Northampton, MA",MIDDLEFIELD,MA,0,1,1,1
1244,38340,"Pittsfield, MA",MILL RIVER,MA,0,1,1,1
1245,38340,"Pittsfield, MA",MONTEREY,MA,1,1,1,1
1247,24640,"Greenfield, MA",NORTH ADAMS,MA,0.004488138,0,0,0.003851091
1247,38340,"Pittsfield, MA",NORTH ADAMS,MA,0.995511862,1,1,0.996148909
1252,38340,"Pittsfield, MA",NORTH EGREMONT,MA,0,0,1,1
1253,38340,"Pittsfield, MA",OTIS,MA,1,1,1,1
1254,38340,"Pittsfield, MA",RICHMOND,MA,1,1,1,1
1255,38340,"Pittsfield, MA",SANDISFIELD,MA,1,1,1,1
1256,38340,"Pittsfield, MA",SAVOY,MA,1,1,1,1
1257,38340,"Pittsfield, MA",SHEFFIELD,MA,1,1,1,1
1258,38340,"Pittsfield, MA",SOUTH EGREMONT,MA,1,1,1,1
1259,38340,"Pittsfield, MA",SOUTHFIELD,MA,1,1,1,1
1260,38340,"Pittsfield, MA",SOUTH LEE,MA,0,0,1,1
1262,38340,"Pittsfield, MA",STOCKBRIDGE,MA,0,0,1,1
1263,38340,"Pittsfield, MA",STOCKBRIDGE,MA,0,1,0,1
1264,38340,"Pittsfield, MA",TYRINGHAM,MA,0,0,1,1
1266,38340,"Pittsfield, MA",WEST STOCKBRIDGE,MA,1,1,1,1
1267,38340,"Pittsfield, MA",WILLIAMSTOWN,MA,1,1,1,1
1270,11200,"Amherst Town-Northampton, MA",WINDSOR,MA,0.004454343,0,0,0.004264392
1270,38340,"Pittsfield, MA",WINDSOR,MA,0.995545657,1,1,0.995735608
1301,24640,"Greenfield, MA",GREENFIELD,MA,1,1,1,1
1302,24640,"Greenfield, MA",GREENFIELD,MA,1,1,1,1
